ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
888;H Vervoer en opslag;Bovengrens 95%-interval;2022;72.1;77.3;64.1;63.5;90.0;90.7;56.5;78.0
889;H Vervoer en opslag;Bovengrens 95%-interval;2023;75.4;79.2;64.1;64.1;90.8;93.4;59.2;78.4
890;H Vervoer en opslag;Bovengrens 95%-interval;2024;74.8;76.6;64.2;64.1;90.7;91.9;58.6;78.5
891;I Horeca;Waarde;2014;68.6;71.8;59.0;56.5;88.4;91.0;49.8;66.7
892;I Horeca;Waarde;2015;69.6;74.1;58.7;56.5;88.2;92.2;55.6;69.7
893;I Horeca;Waarde;2016;69.4;72.8;59.1;56.4;89.5;93.6;54.7;71.7
894;I Horeca;Waarde;2017;68.4;72.8;56.0;55.3;87.7;90.6;57.8;74.3
895;I Horeca;Waarde;2018;68.2;73.0;57.9;56.2;88.8;91.6;54.6;79.7
896;I Horeca;Waarde;2019;70.7;74.8;58.1;56.0;88.5;90.3;57.8;79.6
897;I Horeca;Waarde;2020;71.9;75.7;57.2;57.2;91.6;93.6;58.3;75.0
898;I Horeca;Waarde;2021;73.7;75.1;57.2;55.4;90.1;91.0;60.4;80.0
899;I Horeca;Waarde;2022;73.9;76.6;58.1;53.8;89.7;90.3;59.3;85.5
900;I Horeca;Waarde;2023;74.2;77.2;57.2;54.5;89.8;90.8;57.8;84.5
901;I Horeca;Waarde;2024;73.9;76.3;57.1;54.2;90.5;92.3;59.9;83.9
902;I Horeca;Ondergrens 95%-interval;2014;66.0;69.2;57.8;55.3;86.4;89.1;47.1;64.0
903;I Horeca;Ondergrens 95%-interval;2015;67.5;72.0;57.6;55.5;86.6;90.8;53.3;67.5
904;I Horeca;Ondergrens 95%-interval;2016;67.2;70.6;58.1;55.4;87.9;92.2;52.4;69.5
905;I Horeca;Ondergrens 95%-interval;2017;66.1;70.6;54.9;54.4;86.0;89.0;55.5;72.2
906;I Horeca;Ondergrens 95%-interval;2018;66.4;71.2;57.0;55.5;87.5;90.4;52.6;78.1
907;I Horeca;Ondergrens 95%-interval;2019;68.8;72.9;57.3;55.1;87.1;89.0;55.8;77.9
908;I Horeca;Ondergrens 95%-interval;2020;69.9;73.8;56.2;56.3;90.3;92.4;56.2;73.1
909;I Horeca;Ondergrens 95%-interval;2021;71.4;72.8;56.0;54.2;88.4;89.3;57.9;77.8
910;I Horeca;Ondergrens 95%-interval;2022;72.1;74.8;57.2;52.9;88.5;89.0;57.3;84.0
911;I Horeca;Ondergrens 95%-interval;2023;72.5;75.6;56.3;53.6;88.5;89.6;55.9;83.1
912;I Horeca;Ondergrens 95%-interval;2024;72.3;74.6;56.2;53.3;89.3;91.3;58.1;82.5
913;I Horeca;Bovengrens 95%-interval;2014;71.2;74.2;60.2;57.7;90.1;92.5;52.6;69.3
914;I Horeca;Bovengrens 95%-interval;2015;71.7;76.1;59.7;57.6;89.7;93.4;57.9;71.8
915;I Horeca;Bovengrens 95%-interval;2016;71.6;74.9;60.1;57.4;90.9;94.7;57.1;73.8
916;I Horeca;Bovengrens 95%-interval;2017;70.6;74.9;57.2;56.3;89.2;91.9;60.2;76.3
917;I Horeca;Bovengrens 95%-interval;2018;70.1;74.8;58.7;57.0;90.0;92.7;56.5;81.3
918;I Horeca;Bovengrens 95%-interval;2019;72.5;76.5;59.0;56.8;89.7;91.5;59.8;81.1
919;I Horeca;Bovengrens 95%-interval;2020;73.8;77.6;58.2;58.1;92.7;94.7;60.4;76.8
920;I Horeca;Bovengrens 95%-interval;2021;75.9;77.3;58.4;56.5;91.6;92.4;62.9;82.0
921;I Horeca;Bovengrens 95%-interval;2022;75.6;78.2;59.0;54.8;90.9;91.4;61.2;86.8
922;I Horeca;Bovengrens 95%-interval;2023;75.9;78.8;58.1;55.5;90.9;91.9;59.7;85.9
923;I Horeca;Bovengrens 95%-interval;2024;75.6;77.8;58.0;55.1;91.5;93.3;61.7;85.2
924;J Informatie en communicatie;Waarde;2014;77.3;76.6;63.7;64.7;96.9;93.6;55.9;67.7
925;J Informatie en communicatie;Waarde;2015;75.5;75.9;63.9;64.9;95.4;92.1;56.7;69.2
926;J Informatie en communicatie;Waarde;2016;79.3;77.5;63.5;64.5;97.5;93.8;54.7;72.1
927;J Informatie en communicatie;Waarde;2017;77.4;78.0;63.6;64.6;96.4;92.5;60.4;76.7
928;J Informatie en communicatie;Waarde;2018;78.0;79.2;63.1;64.4;95.4;92.2;58.9;79.1
929;J Informatie en communicatie;Waarde;2019;79.4;77.3;62.7;64.8;96.3;93.1;59.3;80.3
930;J Informatie en communicatie;Waarde;2020;80.2;78.5;62.8;64.8;96.6;94.1;59.6;78.1
931;J Informatie en communicatie;Waarde;2021;81.3;78.8;62.2;64.4;95.7;92.0;64.1;84.3
932;J Informatie en communicatie;Waarde;2022;80.2;75.8;62.4;63.2;95.5;89.9;63.8;86.5
933;J Informatie en communicatie;Waarde;2023;79.7;75.7;62.6;64.1;96.9;90.3;64.2;85.2
934;J Informatie en communicatie;Waarde;2024;80.5;77.7;62.6;64.4;96.8;91.7;62.0;82.4
935;J Informatie en communicatie;Ondergrens 95%-interval;2014;74.9;74.2;63.1;64.0;95.9;92.2;53.1;65.1
936;J Informatie en communicatie;Ondergrens 95%-interval;2015;73.0;73.3;63.3;64.1;94.0;90.4;53.8;66.6
937;J Informatie en communicatie;Ondergrens 95%-interval;2016;76.9;75.1;63.0;63.8;96.4;92.3;52.0;69.6
938;J Informatie en communicatie;Ondergrens 95%-interval;2017;75.0;75.7;63.1;64.0;95.3;91.0;57.7;74.4
939;J Informatie en communicatie;Ondergrens 95%-interval;2018;75.9;77.0;62.5;63.8;94.3;90.7;56.5;77.2
940;J Informatie en communicatie;Ondergrens 95%-interval;2019;77.2;75.1;62.2;64.3;95.3;91.8;56.9;78.4
941;J Informatie en communicatie;Ondergrens 95%-interval;2020;78.3;76.5;62.3;64.2;95.6;92.9;57.4;76.2
942;J Informatie en communicatie;Ondergrens 95%-interval;2021;79.1;76.6;61.6;63.8;94.4;90.4;61.6;82.4
943;J Informatie en communicatie;Ondergrens 95%-interval;2022;78.3;73.7;61.9;62.6;94.4;88.4;61.5;84.9
944;J Informatie en communicatie;Ondergrens 95%-interval;2023;77.8;73.7;62.0;63.5;96.0;88.8;62.0;83.6
945;J Informatie en communicatie;Ondergrens 95%-interval;2024;78.7;75.9;62.2;63.8;95.9;90.4;59.9;80.7
946;J Informatie en communicatie;Bovengrens 95%-interval;2014;79.6;78.9;64.3;65.3;97.7;94.8;58.6;70.2
947;J Informatie en communicatie;Bovengrens 95%-interval;2015;77.9;78.3;64.5;65.6;96.6;93.5;59.5;71.7
948;J Informatie en communicatie;Bovengrens 95%-interval;2016;81.4;79.7;64.0;65.2;98.2;95.1;57.4;74.4
949;J Informatie en communicatie;Bovengrens 95%-interval;2017;79.6;80.2;64.2;65.2;97.3;93.8;63.0;78.9
950;J Informatie en communicatie;Bovengrens 95%-interval;2018;80.0;81.1;63.6;65.0;96.4;93.4;61.3;81.0
951;J Informatie en communicatie;Bovengrens 95%-interval;2019;81.3;79.3;63.1;65.3;97.1;94.3;61.7;82.2
952;J Informatie en communicatie;Bovengrens 95%-interval;2020;82.0;80.3;63.3;65.4;97.3;95.1;61.9;79.9
953;J Informatie en communicatie;Bovengrens 95%-interval;2021;83.2;80.9;62.7;65.1;96.6;93.3;66.6;86.0
954;J Informatie en communicatie;Bovengrens 95%-interval;2022;82.1;77.7;62.8;63.9;96.5;91.3;65.9;88.0
955;J Informatie en communicatie;Bovengrens 95%-interval;2023;81.5;77.6;63.1;64.7;97.6;91.6;66.3;86.7
956;J Informatie en communicatie;Bovengrens 95%-interval;2024;82.1;79.5;63.1;64.9;97.5;92.8;64.1;84.0
957;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2014;76.1;75.8;63.5;64.9;96.1;94.2;45.5;54.4
958;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2015;73.1;75.2;63.8;65.0;96.8;89.2;46.1;49.7
959;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2016;73.8;75.5;64.4;64.6;97.2;92.7;44.9;59.4
960;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2017;73.9;77.1;63.5;64.1;94.7;90.7;52.6;60.5
961;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2018;69.1;75.6;63.6;63.6;94.1;91.0;48.8;68.1
962;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2019;76.2;75.3;63.8;65.0;95.2;93.0;51.1;70.0
963;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2020;77.7;79.8;62.9;65.1;94.6;94.5;49.5;63.9
964;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2021;80.1;81.8;63.9;65.6;93.0;89.9;54.4;69.3
965;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2022;74.7;75.2;63.7;63.0;95.2;86.9;49.8;77.3
966;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2023;76.7;72.6;63.1;64.2;95.9;88.2;56.2;75.9
967;58-60 Uitgeverijen, film,radio en t.v.;Waarde;2024;79.2;76.6;64.1;63.9;96.4;92.7;53.7;74.7
968;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2014;70.3;70.1;62.0;63.3;92.9;90.7;39.1;48.0
969;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2015;67.1;69.4;62.6;63.8;93.5;84.5;39.8;43.3
970;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2016;68.0;69.7;63.4;63.1;94.2;88.7;38.8;53.2
971;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2017;68.0;71.3;62.2;62.5;90.9;86.2;46.2;54.1
972;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2018;63.3;70.0;61.9;62.3;90.9;86.9;43.0;62.7
973;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2019;70.5;69.5;62.9;63.8;92.0;89.2;45.0;64.4
974;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2020;72.4;74.6;61.4;63.4;91.5;91.2;43.7;58.2
975;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2021;74.4;76.4;62.4;64.2;87.9;84.6;47.9;63.0
976;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2022;68.9;69.4;62.4;60.8;92.0;81.8;43.6;71.9
977;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2023;71.3;67.2;61.7;62.6;93.1;84.0;50.6;70.9
978;58-60 Uitgeverijen, film,radio en t.v.;Ondergrens 95%-interval;2024;73.8;71.1;63.0;62.3;92.9;88.7;47.8;69.5
979;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2014;81.2;80.8;65.0;66.4;97.8;96.4;52.0;60.8
980;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2015;78.4;80.3;65.1;66.1;98.5;92.6;52.6;56.1
981;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2016;78.9;80.5;65.4;66.1;98.7;95.4;51.2;65.4
982;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2017;79.1;82.0;64.8;65.7;96.9;93.9;59.0;66.7
983;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2018;74.3;80.4;65.3;64.8;96.2;93.9;54.5;73.1
984;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2019;81.1;80.3;64.7;66.2;97.1;95.6;57.1;75.1
985;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2020;82.3;84.2;64.5;66.7;96.6;96.6;55.3;69.2
986;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2021;84.7;86.3;65.3;67.1;96.0;93.5;60.8;74.9
987;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2022;79.8;80.2;64.9;65.2;97.2;90.7;55.9;82.0
988;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2023;81.3;77.5;64.6;65.7;97.6;91.4;61.7;80.3
989;58-60 Uitgeverijen, film,radio en t.v.;Bovengrens 95%-interval;2024;83.6;81.4;65.2;65.6;98.2;95.3;59.5;79.3
990;61 Telecommunicatie;Waarde;2014;73.7;73.0;62.8;63.3;97.1;92.5;55.0;53.3
991;61 Telecommunicatie;Waarde;2015;73.3;73.1;63.9;63.4;96.3;90.8;59.4;64.7
992;61 Telecommunicatie;Waarde;2016;79.6;75.9;63.2;63.3;95.8;93.9;57.5;61.7
993;61 Telecommunicatie;Waarde;2017;81.5;75.9;63.3;63.7;96.4;94.0;61.1;71.5
994;61 Telecommunicatie;Waarde;2018;80.9;81.5;63.2;64.2;94.8;91.5;57.0;67.7
995;61 Telecommunicatie;Waarde;2019;73.9;72.7;63.3;63.6;94.5;89.6;57.1;72.4
996;61 Telecommunicatie;Waarde;2020;82.6;78.4;62.9;64.7;96.9;95.6;64.4;73.0
997;61 Telecommunicatie;Waarde;2021;86.3;83.2;61.7;62.7;95.8;91.2;69.7;79.0
998;61 Telecommunicatie;Waarde;2022;82.8;79.6;62.4;65.0;96.1;90.3;70.3;79.5
999;61 Telecommunicatie;Waarde;2023;82.9;74.3;62.9;62.7;96.5;92.6;70.2;79.2
1000;61 Telecommunicatie;Waarde;2024;80.2;74.5;63.1;65.0;96.3;90.9;70.8;78.6
1001;61 Telecommunicatie;Ondergrens 95%-interval;2014;67.2;66.4;61.4;61.7;93.7;88.1;48.1;46.5
1002;61 Telecommunicatie;Ondergrens 95%-interval;2015;66.7;66.7;63.1;61.4;92.6;85.8;52.7;58.1
1003;61 Telecommunicatie;Ondergrens 95%-interval;2016;74.2;70.2;62.4;62.0;92.5;90.1;51.3;55.6
1004;61 Telecommunicatie;Ondergrens 95%-interval;2017;75.5;69.4;62.3;62.5;92.7;89.6;54.1;64.9
1005;61 Telecommunicatie;Ondergrens 95%-interval;2018;75.5;76.0;61.9;62.9;91.3;87.4;50.5;61.4
1006;61 Telecommunicatie;Ondergrens 95%-interval;2019;67.4;66.2;62.2;62.4;90.6;84.6;50.2;66.0
1007;61 Telecommunicatie;Ondergrens 95%-interval;2020;77.3;72.6;61.8;63.6;93.5;92.1;58.1;67.2
1008;61 Telecommunicatie;Ondergrens 95%-interval;2021;80.1;76.6;60.3;60.8;91.4;86.0;62.5;72.5
1009;61 Telecommunicatie;Ondergrens 95%-interval;2022;77.7;74.2;61.1;63.5;92.9;86.1;64.5;74.4
1010;61 Telecommunicatie;Ondergrens 95%-interval;2023;77.2;67.9;61.2;60.8;92.0;88.0;63.9;73.3
1011;61 Telecommunicatie;Ondergrens 95%-interval;2024;74.1;68.2;61.9;63.5;92.7;86.0;64.6;72.9
1012;61 Telecommunicatie;Bovengrens 95%-interval;2014;79.4;78.7;64.1;65.0;98.7;95.4;61.7;60.0
1013;61 Telecommunicatie;Bovengrens 95%-interval;2015;78.9;78.7;64.8;65.5;98.2;94.2;65.8;70.7
1014;61 Telecommunicatie;Bovengrens 95%-interval;2016;84.1;80.8;64.0;64.6;97.7;96.3;63.5;67.4
1015;61 Telecommunicatie;Bovengrens 95%-interval;2017;86.4;81.3;64.2;64.9;98.3;96.6;67.6;77.3
1016;61 Telecommunicatie;Bovengrens 95%-interval;2018;85.4;86.0;64.5;65.4;97.0;94.4;63.2;73.4
1017;61 Telecommunicatie;Bovengrens 95%-interval;2019;79.6;78.4;64.3;64.9;96.8;93.1;63.8;78.0
1018;61 Telecommunicatie;Bovengrens 95%-interval;2020;86.9;83.2;63.9;65.9;98.6;97.5;70.3;78.1
1019;61 Telecommunicatie;Bovengrens 95%-interval;2021;90.8;88.3;63.1;64.6;98.0;94.6;76.0;84.3
1020;61 Telecommunicatie;Bovengrens 95%-interval;2022;87.0;84.1;63.6;66.4;97.9;93.3;75.4;83.8
1021;61 Telecommunicatie;Bovengrens 95%-interval;2023;87.4;79.7;64.6;64.5;98.5;95.5;75.9;84.0
1022;61 Telecommunicatie;Bovengrens 95%-interval;2024;85.1;80.0;64.3;66.5;98.1;94.2;76.3;83.4
1023;62-63 IT- en informatiedienstverlening;Waarde;2014;78.6;77.8;64.0;65.0;97.1;93.7;59.4;75.3
1024;62-63 IT- en informatiedienstverlening;Waarde;2015;76.7;76.6;63.8;65.1;94.9;93.1;59.1;75.6
1025;62-63 IT- en informatiedienstverlening;Waarde;2016;80.7;78.4;63.3;64.8;97.9;94.1;56.9;77.9
1026;62-63 IT- en informatiedienstverlening;Waarde;2017;77.5;78.7;63.7;64.9;96.9;92.7;62.3;81.9
1027;62-63 IT- en informatiedienstverlening;Waarde;2018;79.6;79.6;63.0;64.7;95.9;92.6;61.7;83.8
1028;62-63 IT- en informatiedienstverlening;Waarde;2019;81.0;78.5;62.3;64.9;96.9;93.7;61.6;84.1
1029;62-63 IT- en informatiedienstverlening;Waarde;2020;80.4;78.2;62.7;64.7;96.9;93.7;61.2;82.1
1030;62-63 IT- en informatiedienstverlening;Waarde;2021;80.8;77.6;61.9;64.5;96.2;92.5;65.3;88.0
1031;62-63 IT- en informatiedienstverlening;Waarde;2022;81.0;75.4;62.1;63.0;95.5;90.5;65.7;89.2
1032;62-63 IT- en informatiedienstverlening;Waarde;2023;79.8;76.5;62.4;64.3;97.1;90.4;64.9;87.6
1033;62-63 IT- en informatiedienstverlening;Waarde;2024;80.7;78.3;62.3;64.4;96.9;91.6;62.6;84.2
1034;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2014;75.5;74.7;63.3;64.1;95.9;91.9;56.0;72.3
1035;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2015;73.5;73.4;63.0;64.2;92.9;91.0;55.5;72.5
1036;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2016;77.8;75.4;62.6;63.9;96.5;92.2;53.4;74.9
1037;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2017;74.6;75.8;63.0;64.2;95.5;90.8;59.1;79.2
1038;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2018;77.1;77.0;62.3;63.9;94.5;90.8;58.8;81.6
1039;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2019;78.5;75.9;61.7;64.3;95.7;92.2;58.7;81.8
1040;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2020;78.2;75.8;62.1;64.0;95.9;92.3;58.5;79.9
1041;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2021;78.3;75.0;61.3;63.7;94.8;90.7;62.4;86.0
1042;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2022;78.7;72.9;61.6;62.3;94.2;88.7;63.0;87.5
1043;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2023;77.6;74.1;61.8;63.6;96.1;88.7;62.4;85.8
1044;62-63 IT- en informatiedienstverlening;Ondergrens 95%-interval;2024;78.7;76.1;61.8;63.8;95.9;90.1;60.2;82.3
1045;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2014;81.4;80.6;64.7;65.8;98.0;95.1;62.7;78.1
1046;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2015;79.6;79.6;64.7;66.0;96.3;94.8;62.6;78.6
1047;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2016;83.4;81.2;64.1;65.7;98.7;95.6;60.3;80.7
1048;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2017;80.2;81.3;64.5;65.7;97.9;94.2;65.5;84.3
1049;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2018;81.9;81.9;63.6;65.5;96.9;94.0;64.6;85.8
1050;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2019;83.2;80.9;62.8;65.6;97.8;95.0;64.5;86.1
1051;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2020;82.5;80.4;63.3;65.4;97.7;95.0;63.8;84.0
1052;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2021;83.1;80.1;62.6;65.2;97.2;94.0;68.1;89.7
1053;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2022;83.1;77.7;62.7;63.8;96.6;92.0;68.2;90.8
1054;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2023;81.9;78.6;63.0;65.0;97.9;91.9;67.3;89.2
1055;62-63 IT- en informatiedienstverlening;Bovengrens 95%-interval;2024;82.6;80.3;62.9;64.9;97.7;92.9;64.9;85.9
1056;K Financiële dienstverlening;Waarde;2014;79.5;76.5;64.1;65.0;95.7;91.1;52.1;55.9
1057;K Financiële dienstverlening;Waarde;2015;79.9;78.5;63.6;64.8;94.5;91.9;54.6;59.1
1058;K Financiële dienstverlening;Waarde;2016;79.4;78.0;63.9;65.1;96.1;92.6;53.0;61.8
1059;K Financiële dienstverlening;Waarde;2017;78.6;76.1;63.4;64.9;94.6;90.1;55.0;66.5
1060;K Financiële dienstverlening;Waarde;2018;82.1;78.1;63.7;65.2;95.2;91.7;60.3;71.6
1061;K Financiële dienstverlening;Waarde;2019;84.2;82.4;63.4;65.5;95.2;92.4;62.4;71.6
1062;K Financiële dienstverlening;Waarde;2020;82.9;81.9;63.7;65.9;95.8;94.2;64.4;73.8
1063;K Financiële dienstverlening;Waarde;2021;86.6;84.1;63.1;66.1;94.9;93.2;69.4;79.6
1064;K Financiële dienstverlening;Waarde;2022;85.6;82.1;63.1;65.3;96.1;91.2;71.8;86.3
1065;K Financiële dienstverlening;Waarde;2023;86.7;82.6;63.6;65.8;96.6;92.5;70.5;82.9
1066;K Financiële dienstverlening;Waarde;2024;86.6;83.2;63.3;65.2;96.1;93.1;69.9;83.3
1067;K Financiële dienstverlening;Ondergrens 95%-interval;2014;77.3;74.1;63.7;64.5;94.6;89.5;49.4;53.3
1068;K Financiële dienstverlening;Ondergrens 95%-interval;2015;77.8;76.4;63.2;64.3;93.3;90.5;52.2;56.7
1069;K Financiële dienstverlening;Ondergrens 95%-interval;2016;77.3;75.9;63.6;64.7;95.1;91.2;50.6;59.4
1070;K Financiële dienstverlening;Ondergrens 95%-interval;2017;76.4;73.8;63.1;64.4;93.2;88.4;52.4;64.0
1071;K Financiële dienstverlening;Ondergrens 95%-interval;2018;80.3;76.3;63.4;64.8;94.1;90.4;58.2;69.6
1072;K Financiële dienstverlening;Ondergrens 95%-interval;2019;82.3;80.4;63.0;65.1;94.1;91.0;60.0;69.4
1073;K Financiële dienstverlening;Ondergrens 95%-interval;2020;81.1;80.1;63.4;65.5;94.8;93.0;62.1;71.8
1074;K Financiële dienstverlening;Ondergrens 95%-interval;2021;84.6;82.1;62.7;65.6;93.7;91.8;67.0;77.5
1075;K Financiële dienstverlening;Ondergrens 95%-interval;2022;83.7;80.1;62.7;64.8;95.0;89.7;69.7;84.7
1076;K Financiële dienstverlening;Ondergrens 95%-interval;2023;85.0;80.7;63.2;65.3;95.6;91.1;68.3;81.1
1077;K Financiële dienstverlening;Ondergrens 95%-interval;2024;84.8;81.2;62.9;64.6;95.0;91.7;67.6;81.4
1078;K Financiële dienstverlening;Bovengrens 95%-interval;2014;81.6;78.6;64.5;65.5;96.7;92.5;54.7;58.5
1079;K Financiële dienstverlening;Bovengrens 95%-interval;2015;81.7;80.4;63.9;65.4;95.5;93.1;57.0;61.5
1080;K Financiële dienstverlening;Bovengrens 95%-interval;2016;81.3;79.9;64.2;65.5;97.0;93.8;55.5;64.1
1081;K Financiële dienstverlening;Bovengrens 95%-interval;2017;80.7;78.3;63.8;65.4;95.7;91.5;57.5;68.9
1082;K Financiële dienstverlening;Bovengrens 95%-interval;2018;83.7;79.9;64.0;65.6;96.0;92.9;62.5;73.5
1083;K Financiële dienstverlening;Bovengrens 95%-interval;2019;85.9;84.2;63.7;66.0;96.1;93.6;64.7;73.7
1084;K Financiële dienstverlening;Bovengrens 95%-interval;2020;84.6;83.7;64.1;66.3;96.7;95.2;66.5;75.7
1085;K Financiële dienstverlening;Bovengrens 95%-interval;2021;88.3;86.0;63.5;66.6;96.0;94.4;71.7;81.6
1086;K Financiële dienstverlening;Bovengrens 95%-interval;2022;87.2;83.9;63.5;65.8;96.9;92.5;73.9;87.8
1087;K Financiële dienstverlening;Bovengrens 95%-interval;2023;88.3;84.4;64.0;66.2;97.4;93.7;72.6;84.6
1088;K Financiële dienstverlening;Bovengrens 95%-interval;2024;88.2;85.0;63.7;65.7;96.9;94.2;72.1;85.0
1089;L Verhuur en handel van onroerend goed;Waarde;2014;77.8;78.2;64.2;64.4;94.2;90.3;45.1;55.9
1090;L Verhuur en handel van onroerend goed;Waarde;2015;78.9;80.8;63.5;64.5;93.8;90.9;44.8;55.2
1091;L Verhuur en handel van onroerend goed;Waarde;2016;85.9;82.3;63.3;64.6;96.6;94.3;49.2;62.3
1092;L Verhuur en handel van onroerend goed;Waarde;2017;80.2;79.0;63.8;65.0;91.2;88.7;47.6;63.1
1093;L Verhuur en handel van onroerend goed;Waarde;2018;77.1;78.0;63.3;64.0;93.9;91.3;47.3;68.0
1094;L Verhuur en handel van onroerend goed;Waarde;2019;79.1;78.6;63.4;65.8;94.6;90.7;52.4;71.2
1095;L Verhuur en handel van onroerend goed;Waarde;2020;82.2;83.1;63.9;65.9;95.6;95.4;52.3;71.2
1096;L Verhuur en handel van onroerend goed;Waarde;2021;83.2;80.3;63.1;65.5;95.2;92.5;56.1;73.2
1097;L Verhuur en handel van onroerend goed;Waarde;2022;83.6;82.0;63.1;65.1;97.0;92.0;58.4;83.1
1098;L Verhuur en handel van onroerend goed;Waarde;2023;84.7;84.5;63.1;65.1;94.3;91.4;57.0;84.2
1099;L Verhuur en handel van onroerend goed;Waarde;2024;83.3;85.3;63.7;65.2;95.5;91.0;59.0;80.8
1100;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2014;72.9;73.4;63.4;63.4;90.9;86.4;39.8;50.5
1101;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2015;73.7;75.9;62.6;63.3;90.4;86.8;39.2;49.5
1102;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2016;82.0;78.1;62.4;63.5;93.9;91.3;44.2;57.3
1103;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2017;75.4;74.3;63.1;64.1;87.4;84.7;42.2;57.7
1104;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2018;73.1;74.1;62.7;63.2;91.3;88.5;43.0;63.8
1105;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2019;74.8;74.3;62.7;64.7;92.0;87.6;47.6;66.8
1106;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2020;78.1;79.0;63.2;65.0;92.9;92.9;47.5;66.6
1107;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2021;79.0;75.9;62.2;64.4;92.4;89.2;50.9;68.5
1108;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2022;79.5;77.8;62.3;64.0;94.4;88.8;53.3;79.1
1109;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2023;81.2;80.9;62.1;64.0;91.7;88.3;52.6;80.8
1110;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2024;79.4;81.5;63.1;64.4;92.9;87.6;54.2;76.7
1111;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2014;82.0;82.4;65.1;65.5;96.4;93.2;50.6;61.1
