ID;Geslacht;TypeZelfstandige;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
7845;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2013;0.1
7846;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2014;0.1
7847;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;1 jaar na startjaar;2015;0.1
7848;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2008;0.0
7849;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2009;0.0
7850;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2010;0.0
7851;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2011;0.1
7852;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2012;0.0
7853;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2013;0.1
7854;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2014;0.1
7855;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2 jaar na startjaar;2015;
7856;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2008;0.0
7857;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2009;0.0
7858;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2010;0.0
7859;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2011;0.1
7860;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2012;0.0
7861;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2013;0.1
7862;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2014;
7863;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;3 jaar na startjaar;2015;
7864;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2008;0.0
7865;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2009;0.0
7866;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2010;0.0
7867;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2011;0.1
7868;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2012;0.0
7869;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2013;
7870;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2014;
7871;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;4 jaar na startjaar;2015;
7872;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2008;0.0
7873;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2009;0.0
7874;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2010;0.0
7875;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2011;0.1
7876;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2012;
7877;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2013;
7878;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2014;
7879;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;5 jaar na startjaar;2015;
7880;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2008;0.9
7881;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2009;1.0
7882;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2010;1.5
7883;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2011;2.1
7884;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2012;2.1
7885;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2013;2.3
7886;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2014;2.4
7887;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;1 jaar na startjaar;2015;3.3
7888;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2008;0.9
7889;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2009;1.0
7890;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2010;1.5
7891;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2011;2.1
7892;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2012;2.1
7893;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2013;2.3
7894;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2014;2.4
7895;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2 jaar na startjaar;2015;
7896;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2008;0.9
7897;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2009;1.0
7898;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2010;1.5
7899;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2011;2.1
7900;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2012;2.1
7901;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2013;2.3
7902;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2014;
7903;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;3 jaar na startjaar;2015;
7904;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2008;0.9
7905;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2009;1.0
7906;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2010;1.5
7907;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2011;2.1
7908;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2012;2.1
7909;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2013;
7910;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2014;
7911;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;4 jaar na startjaar;2015;
7912;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2008;0.9
7913;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2009;1.0
7914;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2010;1.5
7915;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2011;2.1
7916;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2012;
7917;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2013;
7918;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2014;
7919;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;5 jaar na startjaar;2015;
7920;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2008;1.4
7921;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2009;1.1
7922;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2010;1.4
7923;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2011;1.4
7924;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2012;1.5
7925;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2013;1.5
7926;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2014;1.6
7927;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;1 jaar na startjaar;2015;1.7
7928;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2008;1.4
7929;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2009;1.1
7930;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2010;1.4
7931;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2011;1.4
7932;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2012;1.5
7933;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2013;1.5
7934;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2014;1.6
7935;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2 jaar na startjaar;2015;
7936;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2008;1.4
7937;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2009;1.1
7938;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2010;1.4
7939;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2011;1.4
7940;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2012;1.5
7941;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2013;1.5
7942;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2014;
7943;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;3 jaar na startjaar;2015;
7944;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2008;1.4
7945;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2009;1.1
7946;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2010;1.4
7947;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2011;1.4
7948;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2012;1.5
7949;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2013;
7950;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2014;
7951;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;4 jaar na startjaar;2015;
7952;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2008;1.4
7953;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2009;1.1
7954;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2010;1.4
7955;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2011;1.4
7956;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2012;
7957;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2013;
7958;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2014;
7959;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;5 jaar na startjaar;2015;
7960;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2008;0.1
7961;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2009;0.1
7962;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2010;0.3
7963;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2011;0.2
7964;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2012;0.2
7965;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2013;0.1
7966;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2014;0.4
7967;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;1 jaar na startjaar;2015;0.4
7968;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2008;0.1
7969;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2009;0.1
7970;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2010;0.3
7971;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2011;0.2
7972;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2012;0.2
7973;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2013;0.1
7974;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2014;0.4
7975;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;2 jaar na startjaar;2015;
7976;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2008;0.1
7977;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2009;0.1
7978;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2010;0.3
7979;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2011;0.2
7980;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2012;0.2
7981;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2013;0.1
7982;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2014;
7983;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;3 jaar na startjaar;2015;
7984;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2008;0.1
7985;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2009;0.1
7986;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2010;0.3
7987;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2011;0.2
7988;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2012;0.2
7989;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2013;
7990;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2014;
7991;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;4 jaar na startjaar;2015;
7992;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2008;0.1
7993;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2009;0.1
7994;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2010;0.3
7995;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2011;0.2
7996;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2012;
7997;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2013;
7998;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2014;
7999;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;O Openbaar bestuur en overheidsdiensten;5 jaar na startjaar;2015;
8000;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2008;0.7
8001;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2009;0.8
8002;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2010;1.1
8003;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2011;1.3
8004;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2012;1.5
8005;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2013;1.6
8006;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2014;2.4
8007;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;1 jaar na startjaar;2015;2.9
8008;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2008;0.7
8009;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2009;0.8
8010;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2010;1.1
8011;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2011;1.3
8012;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2012;1.5
8013;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2013;1.6
8014;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2014;2.4
8015;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;2 jaar na startjaar;2015;
8016;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;3 jaar na startjaar;2008;0.7
8017;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;3 jaar na startjaar;2009;0.8
8018;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;P Onderwijs;3 jaar na startjaar;2010;1.1
