ID;Geslacht;Opleidingsclusters;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
217;Mannen;9;Cohort 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Mannen;9;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;Mannen;9;Cohort 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Vrouwen;0;Cohort 1995;930.0;9.0;16.0;24.0;31.0;35.0;40.0;43.0;4.0;11.0;19.0;25.0;29.0;33.0;36.0;4.0;11.0;19.0;24.0;29.0;33.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;6.0;6.0;6.0;7.0;7.0;25.0;35.0;40.0;45.0;46.0;48.0;48.0;48.0;73.0;60.0;51.0;38.0;30.0;21.0;16.0;12.0;70.0;57.0;49.0;37.0;28.0;19.0;14.0;9.0;70.0;56.0;48.0;36.0;27.0;19.0;14.0;9.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0
221;Vrouwen;0;Cohort 1996;960.0;10.0;17.0;26.0;32.0;38.0;43.0;45.0;4.0;11.0;20.0;26.0;32.0;36.0;39.0;4.0;11.0;20.0;26.0;31.0;36.0;38.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;6.0;6.0;7.0;6.0;6.0;7.0;7.0;27.0;37.0;43.0;44.0;46.0;47.0;49.0;49.0;70.0;57.0;47.0;39.0;27.0;20.0;13.0;8.0;66.0;54.0;45.0;37.0;26.0;19.0;12.0;7.0;66.0;53.0;44.0;36.0;25.0;18.0;12.0;7.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0
222;Vrouwen;0;Cohort 1997;1040.0;10.0;18.0;27.0;35.0;39.0;44.0;48.0;5.0;11.0;20.0;28.0;31.0;36.0;39.0;5.0;11.0;20.0;28.0;31.0;36.0;39.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;6.0;7.0;7.0;7.0;8.0;8.0;8.0;27.0;36.0;40.0;43.0;44.0;45.0;45.0;46.0;72.0;60.0;50.0;39.0;29.0;20.0;16.0;10.0;68.0;55.0;46.0;36.0;26.0;18.0;13.0;8.0;68.0;54.0;45.0;35.0;25.0;17.0;13.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;3.0;5.0;3.0;3.0;3.0;2.0;2.0;2.0
223;Vrouwen;0;Cohort 1998;1150.0;8.0;15.0;24.0;33.0;38.0;42.0;;4.0;10.0;19.0;28.0;33.0;36.0;;4.0;10.0;19.0;27.0;32.0;36.0;;0.0;0.0;0.0;0.0;0.0;1.0;;4.0;5.0;5.0;5.0;6.0;6.0;;29.0;37.0;41.0;44.0;44.0;46.0;46.0;47.0;69.0;59.0;52.0;41.0;32.0;22.0;15.0;10.0;66.0;56.0;48.0;39.0;29.0;19.0;13.0;9.0;65.0;55.0;48.0;38.0;28.0;19.0;13.0;9.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0
224;Vrouwen;0;Cohort 1999;1270.0;10.0;20.0;28.0;35.0;40.0;;;5.0;14.0;21.0;28.0;34.0;;;5.0;14.0;21.0;27.0;33.0;;;0.0;0.0;0.0;1.0;1.0;;;5.0;6.0;7.0;7.0;6.0;;;31.0;40.0;43.0;46.0;48.0;48.0;49.0;;67.0;54.0;47.0;34.0;25.0;17.0;11.0;;63.0;51.0;43.0;32.0;22.0;15.0;9.0;;62.0;50.0;42.0;31.0;21.0;14.0;8.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;4.0;4.0;3.0;3.0;2.0;2.0;2.0;
225;Vrouwen;0;Cohort 2000;1260.0;10.0;20.0;30.0;39.0;;;;5.0;15.0;24.0;32.0;;;;5.0;14.0;23.0;32.0;;;;0.0;0.0;0.0;0.0;;;;5.0;6.0;6.0;7.0;;;;28.0;36.0;41.0;43.0;44.0;45.0;;;69.0;59.0;49.0;36.0;26.0;16.0;;;66.0;56.0;47.0;34.0;24.0;15.0;;;66.0;55.0;46.0;34.0;24.0;14.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;2.0;2.0;2.0;2.0;;
226;Vrouwen;0;Cohort 2001;1210.0;10.0;20.0;30.0;;;;;5.0;14.0;24.0;;;;;5.0;14.0;24.0;;;;;0.0;0.0;0.0;;;;;5.0;5.0;6.0;;;;;30.0;39.0;44.0;46.0;48.0;;;;68.0;57.0;46.0;34.0;22.0;;;;65.0;54.0;44.0;32.0;20.0;;;;65.0;53.0;44.0;32.0;20.0;;;;0.0;0.0;0.0;1.0;1.0;;;;3.0;3.0;2.0;2.0;2.0;;;
227;Vrouwen;0;Cohort 2002;1270.0;12.0;26.0;;;;;;8.0;22.0;;;;;;8.0;22.0;;;;;;0.0;0.0;;;;;;4.0;5.0;;;;;;28.0;36.0;40.0;43.0;;;;;70.0;59.0;48.0;30.0;;;;;67.0;56.0;45.0;28.0;;;;;66.0;55.0;44.0;27.0;;;;;1.0;1.0;1.0;1.0;;;;;3.0;3.0;3.0;3.0;;;;
228;Vrouwen;0;Cohort 2003;1080.0;20.0;;;;;;;16.0;;;;;;;16.0;;;;;;;0.0;;;;;;;4.0;;;;;;;28.0;35.0;41.0;;;;;;70.0;57.0;39.0;;;;;;66.0;53.0;36.0;;;;;;66.0;53.0;35.0;;;;;;0.0;1.0;1.0;;;;;;3.0;3.0;4.0;;;;;
229;Vrouwen;0;Cohort 2004;850.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;38.0;;;;;;;69.0;54.0;;;;;;;65.0;50.0;;;;;;;65.0;49.0;;;;;;;1.0;1.0;;;;;;;4.0;4.0;;;;;;
230;Vrouwen;0;Cohort 2005;800.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;;;;;;;;62.0;;;;;;;;59.0;;;;;;;;58.0;;;;;;;;1.0;;;;;;;;3.0;;;;;;;
231;Vrouwen;1;Cohort 1995;130.0;17.0;26.0;42.0;50.0;51.0;53.0;56.0;11.0;19.0;36.0;44.0;45.0;47.0;48.0;11.0;19.0;36.0;44.0;45.0;47.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;7.0;6.0;6.0;6.0;7.0;8.0;26.0;29.0;35.0;41.0;42.0;40.0;40.0;40.0;70.0;62.0;47.0;34.0;16.0;11.0;9.0;7.0;69.0;57.0;44.0;33.0;16.0;8.0;6.0;4.0;69.0;57.0;44.0;33.0;16.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;4.0;1.0;0.0;2.0;3.0;3.0
232;Vrouwen;1;Cohort 1996;160.0;14.0;23.0;37.0;42.0;44.0;52.0;54.0;6.0;12.0;27.0;32.0;34.0;40.0;41.0;6.0;12.0;27.0;32.0;34.0;40.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;11.0;11.0;10.0;10.0;12.0;13.0;27.0;35.0;40.0;42.0;42.0;42.0;41.0;42.0;68.0;56.0;46.0;35.0;21.0;16.0;15.0;6.0;64.0;53.0;42.0;32.0;20.0;15.0;12.0;4.0;63.0;53.0;42.0;32.0;20.0;14.0;11.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;3.0;4.0;3.0;1.0;1.0;3.0;3.0
233;Vrouwen;1;Cohort 1997;170.0;16.0;28.0;42.0;51.0;56.0;58.0;62.0;8.0;19.0;32.0;41.0;45.0;47.0;49.0;8.0;19.0;32.0;40.0;44.0;46.0;48.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;8.0;9.0;10.0;10.0;12.0;11.0;13.0;25.0;32.0;32.0;34.0;34.0;34.0;33.0;34.0;72.0;60.0;53.0;38.0;24.0;15.0;11.0;8.0;68.0;54.0;48.0;34.0;20.0;12.0;8.0;5.0;67.0;53.0;46.0;32.0;18.0;11.0;8.0;4.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;4.0;6.0;5.0;3.0;4.0;3.0;3.0;2.0
234;Vrouwen;1;Cohort 1998;200.0;17.0;29.0;43.0;49.0;52.0;55.0;;11.0;21.0;34.0;41.0;42.0;44.0;;11.0;21.0;34.0;41.0;42.0;44.0;;0.0;0.0;0.0;0.0;0.0;1.0;;6.0;8.0;9.0;9.0;10.0;10.0;;24.0;33.0;35.0;37.0;35.0;38.0;37.0;36.0;74.0;61.0;48.0;34.0;22.0;13.0;11.0;9.0;68.0;53.0;43.0;32.0;18.0;9.0;6.0;5.0;68.0;53.0;42.0;31.0;17.0;9.0;6.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;6.0;8.0;5.0;3.0;4.0;4.0;5.0;4.0
235;Vrouwen;1;Cohort 1999;250.0;19.0;33.0;42.0;49.0;54.0;;;13.0;27.0;35.0;42.0;47.0;;;13.0;27.0;35.0;42.0;47.0;;;0.0;0.0;0.0;0.0;0.0;;;6.0;6.0;7.0;7.0;7.0;;;27.0;34.0;37.0;38.0;35.0;36.0;35.0;;70.0;56.0;45.0;29.0;23.0;15.0;11.0;;68.0;53.0;40.0;26.0;19.0;11.0;8.0;;68.0;53.0;40.0;26.0;19.0;10.0;7.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2.0;3.0;5.0;3.0;4.0;4.0;3.0;
236;Vrouwen;1;Cohort 2000;240.0;20.0;31.0;43.0;52.0;;;;12.0;22.0;33.0;42.0;;;;12.0;22.0;33.0;41.0;;;;0.0;0.0;0.0;0.0;;;;9.0;9.0;10.0;10.0;;;;25.0;32.0;33.0;35.0;36.0;34.0;;;70.0;58.0;47.0;34.0;22.0;14.0;;;65.0;55.0;44.0;30.0;19.0;12.0;;;65.0;55.0;44.0;30.0;19.0;11.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;3.0;3.0;3.0;3.0;3.0;;
237;Vrouwen;1;Cohort 2001;240.0;19.0;31.0;45.0;;;;;12.0;23.0;36.0;;;;;12.0;23.0;36.0;;;;;0.0;0.0;0.0;;;;;7.0;8.0;8.0;;;;;26.0;33.0;37.0;39.0;38.0;;;;72.0;62.0;44.0;31.0;17.0;;;;68.0;57.0;42.0;28.0;15.0;;;;67.0;56.0;41.0;28.0;15.0;;;;0.0;1.0;1.0;0.0;0.0;;;;4.0;4.0;2.0;2.0;2.0;;;
238;Vrouwen;1;Cohort 2002;290.0;23.0;42.0;;;;;;17.0;34.0;;;;;;17.0;34.0;;;;;;0.0;0.0;;;;;;6.0;8.0;;;;;;27.0;31.0;34.0;35.0;;;;;71.0;62.0;43.0;23.0;;;;;64.0;56.0;38.0;21.0;;;;;63.0;55.0;38.0;20.0;;;;;1.0;1.0;0.0;0.0;;;;;7.0;6.0;5.0;2.0;;;;
239;Vrouwen;1;Cohort 2003;270.0;42.0;;;;;;;37.0;;;;;;;37.0;;;;;;;0.0;;;;;;;4.0;;;;;;;25.0;34.0;34.0;;;;;;70.0;47.0;25.0;;;;;;65.0;43.0;20.0;;;;;;65.0;43.0;20.0;;;;;;0.0;0.0;0.0;;;;;;5.0;4.0;5.0;;;;;
240;Vrouwen;1;Cohort 2004;180.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;40.0;;;;;;;66.0;43.0;;;;;;;60.0;36.0;;;;;;;60.0;36.0;;;;;;;1.0;1.0;;;;;;;6.0;7.0;;;;;;
241;Vrouwen;1;Cohort 2005;160.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;;;;;;;;64.0;;;;;;;;59.0;;;;;;;;59.0;;;;;;;;0.0;;;;;;;;4.0;;;;;;;
242;Vrouwen;2;Cohort 1995;180.0;9.0;16.0;20.0;26.0;31.0;36.0;38.0;4.0;10.0;13.0;18.0;23.0;28.0;31.0;4.0;10.0;13.0;18.0;23.0;28.0;30.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;5.0;7.0;7.0;8.0;7.0;8.0;8.0;24.0;32.0;37.0;43.0;42.0;47.0;48.0;48.0;75.0;62.0;54.0;41.0;38.0;27.0;21.0;16.0;69.0;59.0;51.0;38.0;35.0;25.0;19.0;14.0;69.0;59.0;51.0;38.0;34.0;25.0;19.0;14.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0
243;Vrouwen;2;Cohort 1996;160.0;16.0;19.0;25.0;29.0;36.0;40.0;42.0;7.0;10.0;15.0;21.0;28.0;31.0;32.0;6.0;9.0;14.0;18.0;25.0;28.0;30.0;1.0;1.0;1.0;3.0;3.0;3.0;3.0;9.0;9.0;9.0;8.0;8.0;9.0;9.0;28.0;35.0;44.0;44.0;48.0;49.0;51.0;51.0;70.0;54.0;41.0;37.0;27.0;22.0;13.0;9.0;60.0;49.0;39.0;34.0;26.0;21.0;12.0;8.0;59.0;48.0;38.0;34.0;26.0;21.0;12.0;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;6.0;2.0;3.0;1.0;1.0;1.0;1.0
244;Vrouwen;2;Cohort 1997;170.0;8.0;11.0;17.0;24.0;29.0;35.0;38.0;5.0;6.0;11.0;19.0;23.0;30.0;32.0;5.0;6.0;11.0;19.0;23.0;30.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;6.0;5.0;6.0;6.0;6.0;27.0;37.0;43.0;47.0;49.0;52.0;53.0;53.0;73.0;62.0;49.0;42.0;34.0;24.0;17.0;12.0;70.0;58.0;46.0;40.0;33.0;22.0;15.0;10.0;69.0;57.0;46.0;40.0;32.0;21.0;15.0;10.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;2.0
245;Vrouwen;2;Cohort 1998;210.0;7.0;12.0;17.0;28.0;36.0;41.0;;3.0;8.0;12.0;22.0;30.0;34.0;;3.0;8.0;12.0;21.0;28.0;31.0;;0.0;0.0;0.0;1.0;2.0;2.0;;4.0;5.0;5.0;6.0;6.0;7.0;;25.0;33.0;36.0;39.0;39.0;41.0;42.0;45.0;73.0;62.0;58.0;48.0;44.0;31.0;22.0;15.0;69.0;58.0;53.0;45.0;40.0;28.0;18.0;12.0;66.0;55.0;50.0;42.0;38.0;26.0;17.0;12.0;2.0;2.0;2.0;3.0;3.0;2.0;1.0;0.0;5.0;4.0;5.0;4.0;3.0;3.0;4.0;2.0
246;Vrouwen;2;Cohort 1999;240.0;11.0;16.0;22.0;29.0;34.0;;;5.0;9.0;15.0;22.0;26.0;;;5.0;9.0;14.0;19.0;23.0;;;0.0;0.0;1.0;3.0;3.0;;;7.0;7.0;7.0;7.0;7.0;;;32.0;40.0;43.0;48.0;52.0;54.0;53.0;;64.0;53.0;46.0;36.0;27.0;17.0;13.0;;59.0;49.0;43.0;34.0;24.0;15.0;11.0;;57.0;46.0;39.0;30.0;22.0;14.0;10.0;;2.0;3.0;4.0;4.0;2.0;1.0;2.0;;5.0;4.0;3.0;2.0;2.0;2.0;2.0;
247;Vrouwen;2;Cohort 2000;200.0;8.0;13.0;19.0;29.0;;;;2.0;6.0;12.0;21.0;;;;2.0;6.0;12.0;21.0;;;;0.0;0.0;0.0;0.0;;;;6.0;7.0;8.0;8.0;;;;28.0;38.0;45.0;46.0;48.0;49.0;;;70.0;57.0;47.0;41.0;33.0;22.0;;;65.0;53.0;44.0;38.0;30.0;19.0;;;65.0;53.0;43.0;38.0;30.0;19.0;;;0.0;0.0;1.0;0.0;0.0;0.0;;;5.0;4.0;3.0;3.0;3.0;3.0;;
248;Vrouwen;2;Cohort 2001;210.0;9.0;16.0;24.0;;;;;5.0;11.0;18.0;;;;;5.0;11.0;18.0;;;;;0.0;0.0;0.0;;;;;4.0;5.0;6.0;;;;;30.0;42.0;47.0;50.0;52.0;;;;69.0;52.0;44.0;34.0;24.0;;;;65.0;50.0;40.0;30.0;22.0;;;;64.0;49.0;39.0;29.0;20.0;;;;1.0;0.0;1.0;1.0;1.0;;;;5.0;3.0;4.0;4.0;2.0;;;
249;Vrouwen;2;Cohort 2002;220.0;9.0;17.0;;;;;;5.0;13.0;;;;;;5.0;13.0;;;;;;0.0;0.0;;;;;;4.0;4.0;;;;;;26.0;39.0;42.0;45.0;;;;;72.0;58.0;49.0;38.0;;;;;68.0;55.0;45.0;31.0;;;;;68.0;54.0;44.0;30.0;;;;;0.0;0.0;1.0;1.0;;;;;4.0;3.0;4.0;7.0;;;;
250;Vrouwen;2;Cohort 2003;230.0;9.0;;;;;;;4.0;;;;;;;3.0;;;;;;;0.0;;;;;;;5.0;;;;;;;31.0;43.0;48.0;;;;;;66.0;53.0;43.0;;;;;;62.0;51.0;41.0;;;;;;61.0;50.0;39.0;;;;;;0.0;2.0;2.0;;;;;;4.0;2.0;2.0;;;;;
251;Vrouwen;2;Cohort 2004;230.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;42.0;;;;;;;64.0;52.0;;;;;;;59.0;46.0;;;;;;;58.0;45.0;;;;;;;1.0;2.0;;;;;;;4.0;5.0;;;;;;
252;Vrouwen;2;Cohort 2005;190.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;;;;;;;;66.0;;;;;;;;61.0;;;;;;;;59.0;;;;;;;;2.0;;;;;;;;5.0;;;;;;;
253;Vrouwen;3;Cohort 1995;530.0;7.0;12.0;18.0;25.0;30.0;35.0;40.0;2.0;7.0;13.0;20.0;25.0;29.0;33.0;2.0;7.0;13.0;19.0;24.0;29.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;5.0;6.0;6.0;6.0;7.0;25.0;38.0;45.0;49.0;51.0;53.0;52.0;53.0;72.0;57.0;49.0;39.0;31.0;22.0;17.0;12.0;69.0;55.0;47.0;37.0;29.0;20.0;14.0;9.0;68.0;54.0;46.0;35.0;27.0;20.0;14.0;9.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;1.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0
254;Vrouwen;3;Cohort 1996;540.0;8.0;13.0;21.0;26.0;32.0;36.0;40.0;3.0;8.0;15.0;21.0;27.0;31.0;35.0;3.0;8.0;15.0;21.0;27.0;31.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;5.0;6.0;5.0;5.0;5.0;5.0;27.0;39.0;46.0;48.0;49.0;51.0;54.0;54.0;70.0;56.0;46.0;39.0;30.0;23.0;14.0;10.0;66.0;52.0;44.0;38.0;28.0;21.0;13.0;9.0;66.0;52.0;44.0;37.0;27.0;20.0;12.0;9.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0
255;Vrouwen;3;Cohort 1997;560.0;9.0;15.0;21.0;29.0;33.0;39.0;43.0;3.0;7.0;14.0;21.0;25.0;31.0;34.0;3.0;7.0;14.0;21.0;25.0;30.0;33.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;8.0;8.0;8.0;8.0;8.0;9.0;28.0;40.0;45.0;48.0;50.0;50.0;50.0;51.0;69.0;56.0;46.0;37.0;28.0;21.0;17.0;10.0;66.0;51.0;43.0;34.0;25.0;19.0;14.0;8.0;65.0;50.0;42.0;34.0;25.0;18.0;14.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0
256;Vrouwen;3;Cohort 1998;630.0;6.0;10.0;18.0;27.0;33.0;37.0;;2.0;6.0;14.0;23.0;28.0;32.0;;2.0;6.0;14.0;23.0;28.0;32.0;;0.0;0.0;0.0;0.0;0.0;0.0;;4.0;4.0;4.0;4.0;5.0;5.0;;34.0;42.0;48.0;51.0;51.0;52.0;53.0;54.0;65.0;55.0;47.0;39.0;31.0;21.0;15.0;10.0;63.0;53.0;44.0;37.0;28.0;19.0;14.0;9.0;62.0;53.0;44.0;36.0;28.0;19.0;14.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;0.0
257;Vrouwen;3;Cohort 1999;670.0;7.0;13.0;21.0;28.0;34.0;;;2.0;8.0;15.0;22.0;28.0;;;2.0;8.0;15.0;21.0;28.0;;;0.0;0.0;0.0;0.0;1.0;;;5.0;6.0;6.0;6.0;6.0;;;33.0;43.0;49.0;50.0;54.0;54.0;55.0;;65.0;52.0;45.0;37.0;25.0;19.0;11.0;;61.0;49.0;42.0;34.0;23.0;17.0;9.0;;60.0;48.0;41.0;34.0;23.0;17.0;9.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.0;;4.0;3.0;3.0;2.0;2.0;1.0;1.0;
258;Vrouwen;3;Cohort 2000;660.0;8.0;17.0;25.0;33.0;;;;3.0;11.0;19.0;27.0;;;;3.0;11.0;19.0;27.0;;;;0.0;0.0;0.0;0.0;;;;5.0;6.0;6.0;6.0;;;;30.0;39.0;46.0;49.0;50.0;51.0;;;66.0;56.0;46.0;34.0;25.0;17.0;;;63.0;53.0;45.0;33.0;24.0;15.0;;;63.0;52.0;44.0;32.0;23.0;15.0;;;0.0;1.0;1.0;0.0;1.0;1.0;;;3.0;3.0;2.0;2.0;2.0;2.0;;
259;Vrouwen;3;Cohort 2001;620.0;7.0;13.0;22.0;;;;;2.0;8.0;17.0;;;;;2.0;8.0;17.0;;;;;0.0;0.0;0.0;;;;;5.0;5.0;5.0;;;;;33.0;44.0;49.0;50.0;54.0;;;;65.0;53.0;45.0;37.0;24.0;;;;61.0;50.0;43.0;34.0;22.0;;;;61.0;49.0;43.0;34.0;22.0;;;;0.0;0.0;0.0;0.0;0.0;;;;3.0;3.0;2.0;2.0;2.0;;;
260;Vrouwen;3;Cohort 2002;600.0;9.0;20.0;;;;;;6.0;16.0;;;;;;6.0;15.0;;;;;;0.0;0.0;;;;;;4.0;4.0;;;;;;32.0;41.0;46.0;50.0;;;;;66.0;54.0;45.0;31.0;;;;;64.0;52.0;43.0;29.0;;;;;63.0;51.0;41.0;28.0;;;;;1.0;1.0;1.0;1.0;;;;;2.0;2.0;2.0;2.0;;;;
261;Vrouwen;3;Cohort 2003;420.0;12.0;;;;;;;8.0;;;;;;;8.0;;;;;;;0.0;;;;;;;5.0;;;;;;;31.0;38.0;47.0;;;;;;67.0;57.0;40.0;;;;;;65.0;52.0;36.0;;;;;;64.0;52.0;36.0;;;;;;1.0;0.0;0.0;;;;;;3.0;5.0;4.0;;;;;
262;Vrouwen;3;Cohort 2004;380.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;35.0;;;;;;;73.0;60.0;;;;;;;70.0;57.0;;;;;;;69.0;57.0;;;;;;;1.0;1.0;;;;;;;3.0;2.0;;;;;;
263;Vrouwen;3;Cohort 2005;370.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;;;;;;;;61.0;;;;;;;;59.0;;;;;;;;58.0;;;;;;;;1.0;;;;;;;;2.0;;;;;;;
264;Vrouwen;4;Cohort 1995;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Vrouwen;4;Cohort 1996;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Vrouwen;4;Cohort 1997;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Vrouwen;4;Cohort 1998;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Vrouwen;4;Cohort 1999;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;Vrouwen;4;Cohort 2000;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Vrouwen;4;Cohort 2001;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Vrouwen;4;Cohort 2002;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Vrouwen;4;Cohort 2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Vrouwen;4;Cohort 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Vrouwen;4;Cohort 2005;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Vrouwen;5;Cohort 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;Vrouwen;5;Cohort 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
