ID;Geslacht;Leeftijd;Afstudeerrichting;Herkomstgroepering;Peilmoment;BedrijfstakkenBranchesSBI93;Perioden;LoonVanWerknemersTotaal_1;LoonVanWerknemersVoltijd_2;LoonVanWerknemersTotaal_3;LoonVanWerknemersVoltijd_4;LoonVanWerknemersTotaal_5;LoonVanWerknemersVoltijd_6;LoonVanWerknemersTotaal_7;LoonVanWerknemersVoltijd_8;LoonVanWerknemersTotaal_9;LoonVanWerknemersVoltijd_10;LoonVanWerknemersTotaal_11;LoonVanWerknemersVoltijd_12;LoonVanWerknemersTotaal_13;LoonVanWerknemersVoltijd_14;LoonVanWerknemersTotaal_15;LoonVanWerknemersVoltijd_16
6904;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;4;Cohort 2004/'05;2.4;2.7;2.1;2.4;2.1;2.4;;;3.2;3.4;0.9;;3.3;3.4;;
6905;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;4;Cohort 2005/'06;;;;;;;;;;;;;;;;
6906;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;4;Cohort 2006/'07;;;;;;;;;;;;;;;;
6907;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
6908;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;5;Cohort 2004/'05;3.3;3.4;3.0;3.0;3.0;3.0;;;3.8;3.9;3.7;3.7;3.8;3.9;;
6909;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;5;Cohort 2005/'06;;;;;;;;;;;;;;;;
6910;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;5;Cohort 2006/'07;;;;;;;;;;;;;;;;
6911;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
6912;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;6;Cohort 2004/'05;3.9;3.9;3.2;3.2;3.2;3.2;;;4.8;4.8;4.5;4.7;4.8;4.8;;
6913;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;6;Cohort 2005/'06;;;;;;;;;;;;;;;;
6914;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;6;Cohort 2006/'07;;;;;;;;;;;;;;;;
6915;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
6916;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;7;Cohort 2004/'05;3.5;3.6;3.1;3.2;3.1;3.2;;;3.9;4.0;3.6;3.9;3.9;4.0;;
6917;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;7;Cohort 2005/'06;;;;;;;;;;;;;;;;
6918;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;7;Cohort 2006/'07;;;;;;;;;;;;;;;;
6919;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
6920;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;8;Cohort 2004/'05;3.0;3.2;2.8;3.1;2.8;3.1;;;3.4;3.7;2.3;3.6;3.5;3.7;;
6921;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;8;Cohort 2005/'06;;;;;;;;;;;;;;;;
6922;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;8;Cohort 2006/'07;;;;;;;;;;;;;;;;
6923;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
6924;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9;Cohort 2004/'05;3.1;3.2;2.8;2.9;2.8;2.9;;;3.5;3.5;;;3.5;3.5;;
6925;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9;Cohort 2005/'06;;;;;;;;;;;;;;;;
6926;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9;Cohort 2006/'07;;;;;;;;;;;;;;;;
6927;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
6928;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.8;2.9;2.7;2.8;2.7;2.8;;;3.0;3.1;1.5;1.6;3.0;3.1;;
6929;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;M Onderwijs;Cohort 2005/'06;;;;;;;;;;;;;;;;
6930;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;M Onderwijs;Cohort 2006/'07;;;;;;;;;;;;;;;;
6931;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
6932;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;2.8;3.1;2.5;2.8;2.5;2.8;;;3.3;3.6;3.9;3.9;3.3;3.6;;
6933;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;;;;;;;;;;;;;;;;
6934;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;;;;;;;;;;;;;;;;
6935;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
6936;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;3.4;3.8;2.7;3.0;2.7;3.0;;;4.7;5.2;23.8;23.8;3.4;3.6;;
6937;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;;;;;;;;;;;;;;;;
6938;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;;;;;;;;;;;;;;;;
6939;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
6940;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;Onbekend;Cohort 2004/'05;3.5;3.6;3.1;2.9;3.1;2.9;;;3.7;3.8;;;3.7;3.8;;
6941;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;Onbekend;Cohort 2005/'06;;;;;;;;;;;;;;;;
6942;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
6943;Totaal mannen en vrouwen;0;4;0;Drie jaar na afstuderen;Onbekend;Cohort 2007/'08;;;;;;;;;;;;;;;;
6944;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;0;Cohort 2004/'05;1.7;2.2;1.5;1.9;1.5;1.9;;;2.0;2.5;1.8;2.6;2.0;2.5;;
6945;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;0;Cohort 2005/'06;1.9;2.4;1.7;2.1;1.7;2.1;;;2.2;2.8;2.3;2.9;2.2;2.8;;
6946;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;0;Cohort 2006/'07;2.1;2.6;1.8;2.3;1.8;2.3;;;2.4;2.9;2.2;3.0;2.4;2.9;;
6947;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;0;Cohort 2007/'08;2.1;2.6;1.8;2.4;1.8;2.4;;;2.4;3.0;3.0;3.6;2.4;2.9;;
6948;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;1;Cohort 2004/'05;1.2;1.9;1.2;2.1;1.2;2.1;;;1.2;1.6;;;1.2;1.6;;
6949;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;1;Cohort 2005/'06;1.1;2.0;1.1;1.9;1.1;1.9;;;0.9;2.4;;;0.9;2.4;;
6950;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;1;Cohort 2006/'07;1.4;2.5;1.6;2.4;1.6;2.4;;;1.1;2.8;0.7;;1.2;2.8;;
6951;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;1;Cohort 2007/'08;1.2;2.2;1.3;2.3;1.3;2.3;;;1.0;1.8;;;1.0;1.8;;
6952;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;2;Cohort 2004/'05;1.9;2.2;1.6;1.9;1.6;1.9;;;2.4;2.7;4.0;4.0;2.4;2.7;;
6953;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;2;Cohort 2005/'06;2.1;2.4;1.8;2.1;1.8;2.1;;;2.5;2.8;2.5;3.0;2.5;2.8;;
6954;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;2;Cohort 2006/'07;2.2;2.5;2.0;2.3;2.0;2.3;;;2.6;2.9;2.4;2.7;2.6;2.9;;
6955;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;2;Cohort 2007/'08;2.3;2.6;2.0;2.3;2.0;2.3;;;2.7;2.9;3.1;3.3;2.7;2.9;;
6956;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;3;Cohort 2004/'05;1.4;2.0;1.3;1.9;1.3;1.9;;;1.7;2.3;1.6;2.6;1.7;2.3;;
6957;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;3;Cohort 2005/'06;1.6;2.3;1.5;2.1;1.5;2.1;;;1.9;2.9;2.0;4.7;1.9;2.8;;
6958;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;3;Cohort 2006/'07;1.8;2.4;1.6;2.2;1.6;2.2;;;2.1;2.9;3.1;4.7;2.1;2.9;;
6959;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;3;Cohort 2007/'08;1.8;2.5;1.7;2.3;1.7;2.3;;;2.2;2.9;2.8;3.5;2.1;2.9;;
6960;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;4;Cohort 2004/'05;0.9;1.8;0.8;1.6;0.8;1.6;;;0.9;2.2;1.8;1.8;0.9;2.2;;
6961;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;4;Cohort 2005/'06;1.1;1.9;1.1;1.8;1.1;1.8;;;1.0;2.5;0.5;;1.0;2.5;;
6962;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;4;Cohort 2006/'07;1.1;2.1;1.1;1.9;1.1;1.9;;;1.1;3.0;0.9;;1.1;3.0;;
6963;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;4;Cohort 2007/'08;1.0;2.2;0.9;2.0;0.9;2.0;;;1.1;2.6;0.9;;1.1;2.6;;
6964;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;5;Cohort 2004/'05;1.5;2.2;1.3;1.9;1.3;1.9;;;1.9;2.6;1.3;1.7;1.9;2.6;;
6965;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;5;Cohort 2005/'06;1.7;2.6;1.3;2.2;1.3;2.2;;;2.0;2.8;1.9;2.5;2.0;2.8;;
6966;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;5;Cohort 2006/'07;1.8;2.6;1.6;2.5;1.6;2.5;;;2.1;2.7;0.7;1.5;2.1;2.7;;
6967;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;5;Cohort 2007/'08;1.8;2.6;1.6;2.4;1.6;2.4;;;2.2;2.7;1.9;2.4;2.2;2.8;;
6968;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;6;Cohort 2004/'05;2.2;2.5;1.7;1.9;1.7;1.9;;;2.7;3.0;2.7;3.5;2.7;3.0;;
6969;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;6;Cohort 2005/'06;2.5;2.7;1.9;2.1;1.9;2.1;;;3.0;3.2;4.4;3.7;2.9;3.2;;
6970;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;6;Cohort 2006/'07;2.7;2.9;2.1;2.3;2.1;2.3;;;3.2;3.4;2.4;2.6;3.2;3.4;;
6971;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;6;Cohort 2007/'08;2.7;3.0;2.2;2.5;2.2;2.5;;;3.1;3.5;4.3;4.4;3.0;3.4;;
6972;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;7;Cohort 2004/'05;1.9;2.2;1.7;1.9;1.7;1.9;;;2.1;2.4;2.1;2.4;2.1;2.4;;
6973;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;7;Cohort 2005/'06;2.2;2.4;2.0;2.2;2.0;2.2;;;2.4;2.7;2.4;2.7;2.4;2.7;;
6974;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;7;Cohort 2006/'07;2.3;2.6;2.0;2.3;2.0;2.3;;;2.6;2.9;2.6;3.2;2.6;2.8;;
6975;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;7;Cohort 2007/'08;2.3;2.7;2.1;2.4;2.1;2.4;;;2.6;2.9;3.0;3.4;2.6;2.9;;
6976;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;8;Cohort 2004/'05;1.5;1.9;1.5;1.8;1.5;1.8;;;1.5;2.0;1.3;2.0;1.5;2.0;;
6977;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;8;Cohort 2005/'06;1.6;2.2;1.6;2.1;1.6;2.1;;;1.6;2.4;1.7;2.3;1.6;2.4;;
6978;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;8;Cohort 2006/'07;1.7;2.3;1.8;2.2;1.8;2.2;;;1.6;2.5;1.4;2.0;1.7;2.5;;
6979;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;8;Cohort 2007/'08;1.7;2.3;1.7;2.3;1.7;2.3;;;1.7;2.7;1.9;2.6;1.7;2.7;;
6980;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9;Cohort 2004/'05;2.1;2.5;1.6;2.2;1.6;2.2;;;2.5;2.7;;;2.5;2.7;;
6981;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9;Cohort 2005/'06;2.4;2.6;2.0;2.3;2.0;2.3;;;2.6;2.7;2.6;2.5;2.6;2.7;;
6982;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9;Cohort 2006/'07;2.5;2.7;2.0;2.3;2.0;2.3;;;2.8;2.9;2.9;2.9;2.8;2.9;;
6983;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9;Cohort 2007/'08;2.5;2.7;2.2;2.5;2.2;2.5;;;2.7;2.8;3.3;3.3;2.6;2.8;;
6984;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;M Onderwijs;Cohort 2004/'05;1.8;2.1;1.7;2.0;1.7;2.0;;;1.9;2.2;1.0;;1.9;2.2;;
6985;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;M Onderwijs;Cohort 2005/'06;1.8;2.2;1.7;2.0;1.7;2.0;;;1.9;2.4;2.5;2.5;1.8;2.4;;
6986;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;M Onderwijs;Cohort 2006/'07;1.8;2.4;1.6;2.2;1.6;2.2;;;2.0;2.5;2.3;2.0;2.0;2.6;;
6987;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;M Onderwijs;Cohort 2007/'08;2.0;2.5;1.8;2.3;1.8;2.3;;;2.0;2.5;1.5;;2.0;2.5;;
6988;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;1.6;2.4;1.3;1.8;1.3;1.8;;;2.0;3.2;0.9;;2.1;3.2;;
6989;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;1.6;2.5;1.3;2.0;1.3;2.0;;;2.0;2.9;1.2;2.0;2.1;3.0;;
6990;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;1.9;2.7;1.5;1.9;1.5;1.9;;;2.5;3.7;1.3;;2.6;3.7;;
6991;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;1.7;2.6;1.4;2.2;1.4;2.2;;;2.3;3.3;3.8;6.7;2.2;3.2;;
6992;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;1.4;2.0;1.3;1.7;1.3;1.7;;;1.6;2.6;1.2;;1.6;2.6;;
6993;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;1.6;2.3;1.5;1.9;1.5;1.9;;;1.8;3.3;2.0;2.2;1.8;3.3;;
6994;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;1.6;2.4;1.5;2.1;1.5;2.1;;;1.8;2.7;3.5;3.5;1.8;2.6;;
6995;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;1.6;2.4;1.5;2.1;1.5;2.1;;;1.9;2.8;2.7;3.7;1.8;2.7;;
6996;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;Onbekend;Cohort 2004/'05;2.3;2.8;1.4;1.8;1.4;1.8;;;3.6;3.6;;;3.6;3.6;;
6997;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;Onbekend;Cohort 2005/'06;0.8;2.0;0.9;2.0;0.9;2.0;;;0.7;;;;0.7;;;
6998;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;Onbekend;Cohort 2006/'07;;;;;;;;;;;;;;;;
6999;Totaal mannen en vrouwen;0;4;1;Direct na afstuderen;Onbekend;Cohort 2007/'08;2.8;3.7;1.4;2.6;1.4;2.6;;;4.2;4.2;3.4;3.4;5.0;5.0;;
7000;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;0;Cohort 2004/'05;2.5;2.6;2.2;2.3;2.2;2.3;;;2.9;3.0;2.4;2.7;2.9;3.0;;
7001;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;0;Cohort 2005/'06;2.7;2.8;2.4;2.5;2.4;2.5;;;3.0;3.1;2.9;3.1;3.1;3.1;;
7002;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;0;Cohort 2006/'07;2.8;2.9;2.5;2.6;2.5;2.6;;;3.2;3.3;2.9;3.2;3.2;3.3;;
7003;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;0;Cohort 2007/'08;;;;;;;;;;;;;;;;
7004;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;1;Cohort 2004/'05;2.5;2.8;2.4;2.6;2.4;2.6;;;2.5;3.5;;;2.5;3.5;;
7005;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;1;Cohort 2005/'06;2.2;2.5;2.1;2.4;2.1;2.4;;;2.9;2.9;;;2.9;2.9;;
7006;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;1;Cohort 2006/'07;2.6;2.9;2.6;2.8;2.6;2.8;;;2.5;3.1;3.1;3.1;2.5;3.1;;
7007;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;1;Cohort 2007/'08;;;;;;;;;;;;;;;;
7008;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;2;Cohort 2004/'05;2.6;2.6;2.3;2.3;2.3;2.3;;;3.0;3.0;3.4;2.4;3.0;3.0;;
7009;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;2;Cohort 2005/'06;2.7;2.7;2.4;2.5;2.4;2.5;;;3.0;3.1;2.4;2.4;3.0;3.1;;
7010;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;2;Cohort 2006/'07;2.8;2.9;2.6;2.6;2.6;2.6;;;3.2;3.2;2.9;3.1;3.2;3.2;;
7011;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;2;Cohort 2007/'08;;;;;;;;;;;;;;;;
7012;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;3;Cohort 2004/'05;2.4;2.5;2.2;2.3;2.2;2.3;;;2.8;2.9;2.1;2.5;2.9;2.9;;
7013;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;3;Cohort 2005/'06;2.5;2.6;2.3;2.4;2.3;2.4;;;2.9;3.0;3.1;3.3;2.9;3.0;;
7014;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;3;Cohort 2006/'07;2.6;2.7;2.5;2.5;2.5;2.5;;;3.1;3.2;3.4;3.8;3.1;3.2;;
7015;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;3;Cohort 2007/'08;;;;;;;;;;;;;;;;
7016;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;4;Cohort 2004/'05;1.6;2.2;1.6;2.1;1.6;2.1;;;1.8;2.3;2.0;2.0;1.8;2.3;;
7017;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;4;Cohort 2005/'06;1.9;2.3;1.8;2.1;1.8;2.1;;;2.2;3.2;;;2.2;3.2;;
7018;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;4;Cohort 2006/'07;2.0;2.6;1.9;2.4;1.9;2.4;;;2.2;3.2;;;2.2;3.2;;
7019;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;4;Cohort 2007/'08;;;;;;;;;;;;;;;;
7020;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;5;Cohort 2004/'05;2.5;2.6;2.2;2.3;2.2;2.3;;;2.9;2.9;2.7;2.7;2.9;2.9;;
7021;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;5;Cohort 2005/'06;2.6;2.7;2.2;2.4;2.2;2.4;;;3.0;3.0;2.6;2.6;3.0;3.1;;
7022;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;5;Cohort 2006/'07;2.8;3.0;2.5;2.7;2.5;2.7;;;3.1;3.2;2.9;3.3;3.1;3.2;;
7023;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;5;Cohort 2007/'08;;;;;;;;;;;;;;;;
7024;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;6;Cohort 2004/'05;2.8;2.9;2.4;2.4;2.4;2.4;;;3.3;3.4;3.7;3.7;3.3;3.4;;
7025;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;6;Cohort 2005/'06;3.1;3.1;2.5;2.5;2.5;2.5;;;3.6;3.6;3.7;3.3;3.6;3.6;;
7026;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;6;Cohort 2006/'07;3.3;3.3;2.7;2.7;2.7;2.7;;;3.9;3.9;2.8;2.9;3.9;3.9;;
7027;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;6;Cohort 2007/'08;;;;;;;;;;;;;;;;
7028;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;7;Cohort 2004/'05;2.6;2.6;2.3;2.4;2.3;2.4;;;2.9;2.9;2.5;2.7;2.9;2.9;;
7029;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;7;Cohort 2005/'06;2.8;2.8;2.5;2.6;2.5;2.6;;;3.1;3.1;2.9;3.0;3.1;3.1;;
7030;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;7;Cohort 2006/'07;2.9;3.0;2.6;2.7;2.6;2.7;;;3.2;3.2;3.2;3.3;3.2;3.2;;
7031;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;7;Cohort 2007/'08;;;;;;;;;;;;;;;;
7032;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;8;Cohort 2004/'05;2.1;2.4;2.0;2.3;2.0;2.3;;;2.2;2.6;1.9;2.1;2.2;2.6;;
7033;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;8;Cohort 2005/'06;2.3;2.5;2.2;2.4;2.2;2.4;;;2.4;2.8;2.3;3.5;2.4;2.8;;
7034;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;8;Cohort 2006/'07;2.4;2.6;2.3;2.5;2.3;2.5;;;2.6;2.9;2.2;2.7;2.6;2.9;;
7035;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;8;Cohort 2007/'08;;;;;;;;;;;;;;;;
7036;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9;Cohort 2004/'05;2.6;2.7;2.3;2.4;2.3;2.4;;;2.9;2.9;2.2;2.2;2.9;2.9;;
7037;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9;Cohort 2005/'06;2.7;2.8;2.4;2.4;2.4;2.4;;;3.0;3.0;3.0;3.1;3.0;3.0;;
7038;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9;Cohort 2006/'07;2.8;2.9;2.5;2.6;2.5;2.6;;;3.1;3.1;3.1;3.4;3.1;3.1;;
7039;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9;Cohort 2007/'08;;;;;;;;;;;;;;;;
7040;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;M Onderwijs;Cohort 2004/'05;2.2;2.4;2.0;2.2;2.0;2.2;;;2.4;2.5;1.1;1.3;2.4;2.5;;
7041;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;M Onderwijs;Cohort 2005/'06;2.3;2.4;2.1;2.2;2.1;2.2;;;2.5;2.5;2.7;2.9;2.4;2.5;;
7042;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;M Onderwijs;Cohort 2006/'07;2.5;2.6;2.3;2.4;2.3;2.4;;;2.7;2.7;2.8;3.1;2.7;2.7;;
7043;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;M Onderwijs;Cohort 2007/'08;;;;;;;;;;;;;;;;
7044;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2004/'05;2.3;2.5;2.0;2.2;2.0;2.2;;;2.9;3.1;;;2.9;3.1;;
7045;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2005/'06;2.3;2.6;2.0;2.2;2.0;2.2;;;2.8;3.1;1.8;;2.8;3.1;;
7046;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2006/'07;2.5;2.7;2.2;2.3;2.2;2.3;;;3.2;3.8;2.2;3.1;3.3;3.8;;
7047;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;N Gezondheids- en welzijnszorg;Cohort 2007/'08;;;;;;;;;;;;;;;;
7048;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2004/'05;2.3;2.6;2.1;2.4;2.1;2.4;;;2.6;3.0;0.3;;2.6;3.0;;
7049;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2005/'06;2.4;2.6;2.2;2.3;2.2;2.3;;;2.9;3.4;5.0;5.0;2.7;3.3;;
7050;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2006/'07;2.4;2.6;2.2;2.4;2.2;2.4;;;2.6;2.9;;;2.6;2.9;;
7051;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;9000e Milieu, cultuur, recreatie en ..;Cohort 2007/'08;;;;;;;;;;;;;;;;
7052;Totaal mannen en vrouwen;0;4;1;Één jaar na afstuderen;Onbekend;Cohort 2004/'05;2.3;2.6;2.2;2.5;2.2;2.5;;;2.6;2.6;;;2.6;2.6;;
