ID;EconomicActivityNCEA2008;Regions;Periods;NumberOfLocalUnits_1
7716;013 Growing of ornamental plants;Twente (CR);2007;80
7717;013 Growing of ornamental plants;Twente (CR);2008;75
7718;013 Growing of ornamental plants;Twente (CR);2009;75
7719;013 Growing of ornamental plants;Twente (CR);2010;75
7720;013 Growing of ornamental plants;Veluwe (CR);2006;95
7721;013 Growing of ornamental plants;Veluwe (CR);2007;90
7722;013 Growing of ornamental plants;Veluwe (CR);2008;85
7723;013 Growing of ornamental plants;Veluwe (CR);2009;80
7724;013 Growing of ornamental plants;Veluwe (CR);2010;75
7725;013 Growing of ornamental plants;Achterhoek (CR);2006;75
7726;013 Growing of ornamental plants;Achterhoek (CR);2007;70
7727;013 Growing of ornamental plants;Achterhoek (CR);2008;70
7728;013 Growing of ornamental plants;Achterhoek (CR);2009;65
7729;013 Growing of ornamental plants;Achterhoek (CR);2010;65
7730;013 Growing of ornamental plants;Arnhem/Nijmegen (CR);2006;70
7731;013 Growing of ornamental plants;Arnhem/Nijmegen (CR);2007;60
7732;013 Growing of ornamental plants;Arnhem/Nijmegen (CR);2008;60
7733;013 Growing of ornamental plants;Arnhem/Nijmegen (CR);2009;55
7734;013 Growing of ornamental plants;Arnhem/Nijmegen (CR);2010;60
7735;013 Growing of ornamental plants;Zuidwest-Gelderland (CR);2006;160
7736;013 Growing of ornamental plants;Zuidwest-Gelderland (CR);2007;160
7737;013 Growing of ornamental plants;Zuidwest-Gelderland (CR);2008;160
7738;013 Growing of ornamental plants;Zuidwest-Gelderland (CR);2009;150
7739;013 Growing of ornamental plants;Zuidwest-Gelderland (CR);2010;155
7740;013 Growing of ornamental plants;Utrecht (CR);2006;75
7741;013 Growing of ornamental plants;Utrecht (CR);2007;70
7742;013 Growing of ornamental plants;Utrecht (CR);2008;65
7743;013 Growing of ornamental plants;Utrecht (CR);2009;65
7744;013 Growing of ornamental plants;Utrecht (CR);2010;55
7745;013 Growing of ornamental plants;Kop van Noord-Holland (CR);2006;25
7746;013 Growing of ornamental plants;Kop van Noord-Holland (CR);2007;25
7747;013 Growing of ornamental plants;Kop van Noord-Holland (CR);2008;25
7748;013 Growing of ornamental plants;Kop van Noord-Holland (CR);2009;20
7749;013 Growing of ornamental plants;Kop van Noord-Holland (CR);2010;20
7750;013 Growing of ornamental plants;Alkmaar en omgeving (CR);2006;5
7751;013 Growing of ornamental plants;Alkmaar en omgeving (CR);2007;5
7752;013 Growing of ornamental plants;Alkmaar en omgeving (CR);2008;5
7753;013 Growing of ornamental plants;Alkmaar en omgeving (CR);2009;5
7754;013 Growing of ornamental plants;Alkmaar en omgeving (CR);2010;0
7755;013 Growing of ornamental plants;IJmond (CR);2006;5
7756;013 Growing of ornamental plants;IJmond (CR);2007;5
7757;013 Growing of ornamental plants;IJmond (CR);2008;5
7758;013 Growing of ornamental plants;IJmond (CR);2009;5
7759;013 Growing of ornamental plants;IJmond (CR);2010;5
7760;013 Growing of ornamental plants;Agglomeratie Haarlem (CR);2006;0
7761;013 Growing of ornamental plants;Agglomeratie Haarlem (CR);2007;5
7762;013 Growing of ornamental plants;Agglomeratie Haarlem (CR);2008;0
7763;013 Growing of ornamental plants;Agglomeratie Haarlem (CR);2009;0
7764;013 Growing of ornamental plants;Agglomeratie Haarlem (CR);2010;0
7765;013 Growing of ornamental plants;Zaanstreek (CR);2006;0
7766;013 Growing of ornamental plants;Zaanstreek (CR);2007;0
7767;013 Growing of ornamental plants;Zaanstreek (CR);2008;0
7768;013 Growing of ornamental plants;Zaanstreek (CR);2009;0
7769;013 Growing of ornamental plants;Zaanstreek (CR);2010;0
7770;013 Growing of ornamental plants;Groot-Amsterdam (CR);2006;40
7771;013 Growing of ornamental plants;Groot-Amsterdam (CR);2007;50
7772;013 Growing of ornamental plants;Groot-Amsterdam (CR);2008;55
7773;013 Growing of ornamental plants;Groot-Amsterdam (CR);2009;55
7774;013 Growing of ornamental plants;Groot-Amsterdam (CR);2010;50
7775;013 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2006;15
7776;013 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2007;15
7777;013 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2008;10
7778;013 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2009;10
7779;013 Growing of ornamental plants;Het Gooi en Vechtstreek (CR);2010;10
7780;013 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2006;20
7781;013 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2007;20
7782;013 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2008;15
7783;013 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2009;25
7784;013 Growing of ornamental plants;Agglomeratie Leiden en Bollenstreek (CR);2010;20
7785;013 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2006;10
7786;013 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2007;10
7787;013 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2008;10
7788;013 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2009;10
7789;013 Growing of ornamental plants;Agglomeratie 's-Gravenhage (CR);2010;10
7790;013 Growing of ornamental plants;Delft en Westland (CR);2006;25
7791;013 Growing of ornamental plants;Delft en Westland (CR);2007;20
7792;013 Growing of ornamental plants;Delft en Westland (CR);2008;20
7793;013 Growing of ornamental plants;Delft en Westland (CR);2009;15
7794;013 Growing of ornamental plants;Delft en Westland (CR);2010;20
7795;013 Growing of ornamental plants;Oost-Zuid-Holland (CR);2006;660
7796;013 Growing of ornamental plants;Oost-Zuid-Holland (CR);2007;660
7797;013 Growing of ornamental plants;Oost-Zuid-Holland (CR);2008;630
7798;013 Growing of ornamental plants;Oost-Zuid-Holland (CR);2009;595
7799;013 Growing of ornamental plants;Oost-Zuid-Holland (CR);2010;550
7800;013 Growing of ornamental plants;Groot-Rijnmond (CR);2006;30
7801;013 Growing of ornamental plants;Groot-Rijnmond (CR);2007;30
7802;013 Growing of ornamental plants;Groot-Rijnmond (CR);2008;25
7803;013 Growing of ornamental plants;Groot-Rijnmond (CR);2009;25
7804;013 Growing of ornamental plants;Groot-Rijnmond (CR);2010;35
7805;013 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2006;15
7806;013 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2007;10
7807;013 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2008;15
7808;013 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2009;10
7809;013 Growing of ornamental plants;Zuidoost-Zuid-Holland (CR);2010;10
7810;013 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2006;5
7811;013 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2007;5
7812;013 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2008;5
7813;013 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2009;5
7814;013 Growing of ornamental plants;Zeeuwsch-Vlaanderen (CR);2010;10
7815;013 Growing of ornamental plants;Overig Zeeland (CR);2006;35
7816;013 Growing of ornamental plants;Overig Zeeland (CR);2007;35
7817;013 Growing of ornamental plants;Overig Zeeland (CR);2008;30
7818;013 Growing of ornamental plants;Overig Zeeland (CR);2009;35
7819;013 Growing of ornamental plants;Overig Zeeland (CR);2010;35
7820;013 Growing of ornamental plants;West-Noord-Brabant (CR);2006;460
7821;013 Growing of ornamental plants;West-Noord-Brabant (CR);2007;455
7822;013 Growing of ornamental plants;West-Noord-Brabant (CR);2008;440
7823;013 Growing of ornamental plants;West-Noord-Brabant (CR);2009;420
7824;013 Growing of ornamental plants;West-Noord-Brabant (CR);2010;425
7825;013 Growing of ornamental plants;Midden-Noord-Brabant (CR);2006;110
7826;013 Growing of ornamental plants;Midden-Noord-Brabant (CR);2007;115
7827;013 Growing of ornamental plants;Midden-Noord-Brabant (CR);2008;110
7828;013 Growing of ornamental plants;Midden-Noord-Brabant (CR);2009;115
7829;013 Growing of ornamental plants;Midden-Noord-Brabant (CR);2010;115
7830;013 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2006;225
7831;013 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2007;235
7832;013 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2008;235
7833;013 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2009;250
7834;013 Growing of ornamental plants;Noordoost-Noord-Brabant (CR);2010;255
7835;013 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2006;200
7836;013 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2007;200
7837;013 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2008;205
7838;013 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2009;210
7839;013 Growing of ornamental plants;Zuidoost-Noord-Brabant (CR);2010;210
7840;013 Growing of ornamental plants;Noord-Limburg (CR);2006;230
7841;013 Growing of ornamental plants;Noord-Limburg (CR);2007;230
7842;013 Growing of ornamental plants;Noord-Limburg (CR);2008;230
7843;013 Growing of ornamental plants;Noord-Limburg (CR);2009;220
7844;013 Growing of ornamental plants;Noord-Limburg (CR);2010;215
7845;013 Growing of ornamental plants;Midden-Limburg (CR);2006;50
7846;013 Growing of ornamental plants;Midden-Limburg (CR);2007;60
7847;013 Growing of ornamental plants;Midden-Limburg (CR);2008;60
7848;013 Growing of ornamental plants;Midden-Limburg (CR);2009;65
7849;013 Growing of ornamental plants;Midden-Limburg (CR);2010;65
7850;013 Growing of ornamental plants;Zuid-Limburg (CR);2006;30
7851;013 Growing of ornamental plants;Zuid-Limburg (CR);2007;30
7852;013 Growing of ornamental plants;Zuid-Limburg (CR);2008;25
7853;013 Growing of ornamental plants;Zuid-Limburg (CR);2009;20
7854;013 Growing of ornamental plants;Zuid-Limburg (CR);2010;20
7855;013 Growing of ornamental plants;Flevoland (CR);2006;25
7856;013 Growing of ornamental plants;Flevoland (CR);2007;30
7857;013 Growing of ornamental plants;Flevoland (CR);2008;30
7858;013 Growing of ornamental plants;Flevoland (CR);2009;35
7859;013 Growing of ornamental plants;Flevoland (CR);2010;30
7860;013 Growing of ornamental plants;Groningen (GA);2006;5
7861;013 Growing of ornamental plants;Groningen (GA);2007;5
7862;013 Growing of ornamental plants;Groningen (GA);2008;5
7863;013 Growing of ornamental plants;Groningen (GA);2009;5
7864;013 Growing of ornamental plants;Groningen (GA);2010;0
7865;013 Growing of ornamental plants;Leeuwarden (GA);2006;0
7866;013 Growing of ornamental plants;Leeuwarden (GA);2007;0
7867;013 Growing of ornamental plants;Leeuwarden (GA);2008;0
7868;013 Growing of ornamental plants;Leeuwarden (GA);2009;0
7869;013 Growing of ornamental plants;Leeuwarden (GA);2010;0
7870;013 Growing of ornamental plants;Zwolle (GA);2006;5
7871;013 Growing of ornamental plants;Zwolle (GA);2007;5
7872;013 Growing of ornamental plants;Zwolle (GA);2008;5
7873;013 Growing of ornamental plants;Zwolle (GA);2009;5
7874;013 Growing of ornamental plants;Zwolle (GA);2010;0
7875;013 Growing of ornamental plants;Enschede (GA);2006;0
7876;013 Growing of ornamental plants;Enschede (GA);2007;0
7877;013 Growing of ornamental plants;Enschede (GA);2008;0
7878;013 Growing of ornamental plants;Enschede (GA);2009;0
7879;013 Growing of ornamental plants;Enschede (GA);2010;5
7880;013 Growing of ornamental plants;Apeldoorn (GA);2006;10
7881;013 Growing of ornamental plants;Apeldoorn (GA);2007;10
7882;013 Growing of ornamental plants;Apeldoorn (GA);2008;10
7883;013 Growing of ornamental plants;Apeldoorn (GA);2009;5
7884;013 Growing of ornamental plants;Apeldoorn (GA);2010;10
7885;013 Growing of ornamental plants;Arnhem (GA);2006;0
7886;013 Growing of ornamental plants;Arnhem (GA);2007;0
7887;013 Growing of ornamental plants;Arnhem (GA);2008;0
7888;013 Growing of ornamental plants;Arnhem (GA);2009;0
7889;013 Growing of ornamental plants;Arnhem (GA);2010;5
7890;013 Growing of ornamental plants;Nijmegen (GA);2006;5
7891;013 Growing of ornamental plants;Nijmegen (GA);2007;5
7892;013 Growing of ornamental plants;Nijmegen (GA);2008;5
7893;013 Growing of ornamental plants;Nijmegen (GA);2009;5
7894;013 Growing of ornamental plants;Nijmegen (GA);2010;5
7895;013 Growing of ornamental plants;Amersfoort (GA);2006;5
7896;013 Growing of ornamental plants;Amersfoort (GA);2007;5
7897;013 Growing of ornamental plants;Amersfoort (GA);2008;5
7898;013 Growing of ornamental plants;Amersfoort (GA);2009;5
7899;013 Growing of ornamental plants;Amersfoort (GA);2010;5
7900;013 Growing of ornamental plants;Utrecht (GA);2006;10
7901;013 Growing of ornamental plants;Utrecht (GA);2007;5
7902;013 Growing of ornamental plants;Utrecht (GA);2008;5
7903;013 Growing of ornamental plants;Utrecht (GA);2009;5
7904;013 Growing of ornamental plants;Utrecht (GA);2010;0
7905;013 Growing of ornamental plants;Amsterdam (GA);2006;5
7906;013 Growing of ornamental plants;Amsterdam (GA);2007;5
7907;013 Growing of ornamental plants;Amsterdam (GA);2008;5
7908;013 Growing of ornamental plants;Amsterdam (GA);2009;5
7909;013 Growing of ornamental plants;Amsterdam (GA);2010;5
7910;013 Growing of ornamental plants;Haarlem (GA);2006;0
7911;013 Growing of ornamental plants;Haarlem (GA);2007;5
7912;013 Growing of ornamental plants;Haarlem (GA);2008;0
7913;013 Growing of ornamental plants;Haarlem (GA);2009;0
7914;013 Growing of ornamental plants;Haarlem (GA);2010;0
7915;013 Growing of ornamental plants;Leiden (GA);2006;5
7916;013 Growing of ornamental plants;Leiden (GA);2007;5
7917;013 Growing of ornamental plants;Leiden (GA);2008;0
7918;013 Growing of ornamental plants;Leiden (GA);2009;0
7919;013 Growing of ornamental plants;Leiden (GA);2010;0
7920;013 Growing of ornamental plants;'s-Gravenhage (GA);2006;5
7921;013 Growing of ornamental plants;'s-Gravenhage (GA);2007;5
7922;013 Growing of ornamental plants;'s-Gravenhage (GA);2008;5
7923;013 Growing of ornamental plants;'s-Gravenhage (GA);2009;5
7924;013 Growing of ornamental plants;'s-Gravenhage (GA);2010;5
7925;013 Growing of ornamental plants;Rotterdam (GA);2006;5
7926;013 Growing of ornamental plants;Rotterdam (GA);2007;5
7927;013 Growing of ornamental plants;Rotterdam (GA);2008;5
7928;013 Growing of ornamental plants;Rotterdam (GA);2009;5
7929;013 Growing of ornamental plants;Rotterdam (GA);2010;5
7930;013 Growing of ornamental plants;Dordrecht (GA);2006;0
7931;013 Growing of ornamental plants;Dordrecht (GA);2007;0
7932;013 Growing of ornamental plants;Dordrecht (GA);2008;0
7933;013 Growing of ornamental plants;Dordrecht (GA);2009;0
7934;013 Growing of ornamental plants;Dordrecht (GA);2010;0
7935;013 Growing of ornamental plants;Breda (GA);2006;20
7936;013 Growing of ornamental plants;Breda (GA);2007;25
7937;013 Growing of ornamental plants;Breda (GA);2008;25
7938;013 Growing of ornamental plants;Breda (GA);2009;25
7939;013 Growing of ornamental plants;Breda (GA);2010;25
7940;013 Growing of ornamental plants;Tilburg (GA);2006;25
7941;013 Growing of ornamental plants;Tilburg (GA);2007;25
7942;013 Growing of ornamental plants;Tilburg (GA);2008;25
7943;013 Growing of ornamental plants;Tilburg (GA);2009;30
7944;013 Growing of ornamental plants;Tilburg (GA);2010;25
7945;013 Growing of ornamental plants;'s-Hertogenbosch (GA);2006;10
7946;013 Growing of ornamental plants;'s-Hertogenbosch (GA);2007;10
7947;013 Growing of ornamental plants;'s-Hertogenbosch (GA);2008;5
7948;013 Growing of ornamental plants;'s-Hertogenbosch (GA);2009;5
7949;013 Growing of ornamental plants;'s-Hertogenbosch (GA);2010;5
7950;013 Growing of ornamental plants;Eindhoven (GA);2006;25
7951;013 Growing of ornamental plants;Eindhoven (GA);2007;20
7952;013 Growing of ornamental plants;Eindhoven (GA);2008;15
7953;013 Growing of ornamental plants;Eindhoven (GA);2009;15
7954;013 Growing of ornamental plants;Eindhoven (GA);2010;15
7955;013 Growing of ornamental plants;Geleen/Sittard (GA);2006;5
7956;013 Growing of ornamental plants;Geleen/Sittard (GA);2007;5
7957;013 Growing of ornamental plants;Geleen/Sittard (GA);2008;5
7958;013 Growing of ornamental plants;Geleen/Sittard (GA);2009;5
7959;013 Growing of ornamental plants;Geleen/Sittard (GA);2010;5
7960;013 Growing of ornamental plants;Heerlen (GA);2006;5
7961;013 Growing of ornamental plants;Heerlen (GA);2007;5
7962;013 Growing of ornamental plants;Heerlen (GA);2008;5
7963;013 Growing of ornamental plants;Heerlen (GA);2009;5
7964;013 Growing of ornamental plants;Heerlen (GA);2010;5
7965;013 Growing of ornamental plants;Maastricht (GA);2006;0
7966;013 Growing of ornamental plants;Maastricht (GA);2007;0
7967;013 Growing of ornamental plants;Maastricht (GA);2008;0
7968;013 Growing of ornamental plants;Maastricht (GA);2009;0
7969;013 Growing of ornamental plants;Maastricht (GA);2010;0
7970;013 Growing of ornamental plants;Groningen (SG);2006;15
7971;013 Growing of ornamental plants;Groningen (SG);2007;10
7972;013 Growing of ornamental plants;Groningen (SG);2008;10
7973;013 Growing of ornamental plants;Groningen (SG);2009;10
7974;013 Growing of ornamental plants;Groningen (SG);2010;10
7975;013 Growing of ornamental plants;Leeuwarden (SG);2006;5
7976;013 Growing of ornamental plants;Leeuwarden (SG);2007;5
7977;013 Growing of ornamental plants;Leeuwarden (SG);2008;5
7978;013 Growing of ornamental plants;Leeuwarden (SG);2009;5
7979;013 Growing of ornamental plants;Leeuwarden (SG);2010;5
7980;013 Growing of ornamental plants;Zwolle (SG);2006;20
7981;013 Growing of ornamental plants;Zwolle (SG);2007;20
7982;013 Growing of ornamental plants;Zwolle (SG);2008;15
7983;013 Growing of ornamental plants;Zwolle (SG);2009;15
7984;013 Growing of ornamental plants;Zwolle (SG);2010;15
7985;013 Growing of ornamental plants;Enschede (SG);2006;20
7986;013 Growing of ornamental plants;Enschede (SG);2007;20
7987;013 Growing of ornamental plants;Enschede (SG);2008;20
7988;013 Growing of ornamental plants;Enschede (SG);2009;20
7989;013 Growing of ornamental plants;Enschede (SG);2010;20
7990;013 Growing of ornamental plants;Apeldoorn (SG);2006;30
7991;013 Growing of ornamental plants;Apeldoorn (SG);2007;30
7992;013 Growing of ornamental plants;Apeldoorn (SG);2008;25
7993;013 Growing of ornamental plants;Apeldoorn (SG);2009;25
7994;013 Growing of ornamental plants;Apeldoorn (SG);2010;25
7995;013 Growing of ornamental plants;Arnhem (SG);2006;35
7996;013 Growing of ornamental plants;Arnhem (SG);2007;30
7997;013 Growing of ornamental plants;Arnhem (SG);2008;30
7998;013 Growing of ornamental plants;Arnhem (SG);2009;35
7999;013 Growing of ornamental plants;Arnhem (SG);2010;35
8000;013 Growing of ornamental plants;Nijmegen (SG);2006;25
8001;013 Growing of ornamental plants;Nijmegen (SG);2007;20
8002;013 Growing of ornamental plants;Nijmegen (SG);2008;20
8003;013 Growing of ornamental plants;Nijmegen (SG);2009;15
8004;013 Growing of ornamental plants;Nijmegen (SG);2010;20
8005;013 Growing of ornamental plants;Amersfoort (SG);2006;10
8006;013 Growing of ornamental plants;Amersfoort (SG);2007;10
8007;013 Growing of ornamental plants;Amersfoort (SG);2008;5
8008;013 Growing of ornamental plants;Amersfoort (SG);2009;5
8009;013 Growing of ornamental plants;Amersfoort (SG);2010;5
8010;013 Growing of ornamental plants;Utrecht (SG);2006;20
8011;013 Growing of ornamental plants;Utrecht (SG);2007;15
8012;013 Growing of ornamental plants;Utrecht (SG);2008;15
8013;013 Growing of ornamental plants;Utrecht (SG);2009;15
8014;013 Growing of ornamental plants;Utrecht (SG);2010;10
8015;013 Growing of ornamental plants;Amsterdam (SG);2006;15
8016;013 Growing of ornamental plants;Amsterdam (SG);2007;15
8017;013 Growing of ornamental plants;Amsterdam (SG);2008;15
8018;013 Growing of ornamental plants;Amsterdam (SG);2009;15
8019;013 Growing of ornamental plants;Amsterdam (SG);2010;10
8020;013 Growing of ornamental plants;Haarlem (SG);2006;5
8021;013 Growing of ornamental plants;Haarlem (SG);2007;10
8022;013 Growing of ornamental plants;Haarlem (SG);2008;10
8023;013 Growing of ornamental plants;Haarlem (SG);2009;5
8024;013 Growing of ornamental plants;Haarlem (SG);2010;5
8025;013 Growing of ornamental plants;Leiden (SG);2006;15
8026;013 Growing of ornamental plants;Leiden (SG);2007;10
8027;013 Growing of ornamental plants;Leiden (SG);2008;10
8028;013 Growing of ornamental plants;Leiden (SG);2009;10
8029;013 Growing of ornamental plants;Leiden (SG);2010;10
8030;013 Growing of ornamental plants;'s-Gravenhage (SG);2006;35
8031;013 Growing of ornamental plants;'s-Gravenhage (SG);2007;35
8032;013 Growing of ornamental plants;'s-Gravenhage (SG);2008;30
8033;013 Growing of ornamental plants;'s-Gravenhage (SG);2009;25
8034;013 Growing of ornamental plants;'s-Gravenhage (SG);2010;25
8035;013 Growing of ornamental plants;Rotterdam (SG);2006;20
8036;013 Growing of ornamental plants;Rotterdam (SG);2007;20
8037;013 Growing of ornamental plants;Rotterdam (SG);2008;15
8038;013 Growing of ornamental plants;Rotterdam (SG);2009;15
8039;013 Growing of ornamental plants;Rotterdam (SG);2010;15
8040;013 Growing of ornamental plants;Dordrecht (SG);2006;0
8041;013 Growing of ornamental plants;Dordrecht (SG);2007;0
8042;013 Growing of ornamental plants;Dordrecht (SG);2008;0
8043;013 Growing of ornamental plants;Dordrecht (SG);2009;0
8044;013 Growing of ornamental plants;Dordrecht (SG);2010;0
8045;013 Growing of ornamental plants;Breda (SG);2006;350
8046;013 Growing of ornamental plants;Breda (SG);2007;350
8047;013 Growing of ornamental plants;Breda (SG);2008;335
8048;013 Growing of ornamental plants;Breda (SG);2009;320
8049;013 Growing of ornamental plants;Breda (SG);2010;320
8050;013 Growing of ornamental plants;Tilburg (SG);2006;55
8051;013 Growing of ornamental plants;Tilburg (SG);2007;60
8052;013 Growing of ornamental plants;Tilburg (SG);2008;60
8053;013 Growing of ornamental plants;Tilburg (SG);2009;65
8054;013 Growing of ornamental plants;Tilburg (SG);2010;60
8055;013 Growing of ornamental plants;'s-Hertogenbosch (SG);2006;25
8056;013 Growing of ornamental plants;'s-Hertogenbosch (SG);2007;20
8057;013 Growing of ornamental plants;'s-Hertogenbosch (SG);2008;20
8058;013 Growing of ornamental plants;'s-Hertogenbosch (SG);2009;25
8059;013 Growing of ornamental plants;'s-Hertogenbosch (SG);2010;20
8060;013 Growing of ornamental plants;Eindhoven (SG);2006;45
8061;013 Growing of ornamental plants;Eindhoven (SG);2007;45
8062;013 Growing of ornamental plants;Eindhoven (SG);2008;35
8063;013 Growing of ornamental plants;Eindhoven (SG);2009;35
8064;013 Growing of ornamental plants;Eindhoven (SG);2010;30
8065;013 Growing of ornamental plants;Geleen/Sittard (SG);2006;5
8066;013 Growing of ornamental plants;Geleen/Sittard (SG);2007;5
8067;013 Growing of ornamental plants;Geleen/Sittard (SG);2008;5
8068;013 Growing of ornamental plants;Geleen/Sittard (SG);2009;5
8069;013 Growing of ornamental plants;Geleen/Sittard (SG);2010;5
8070;013 Growing of ornamental plants;Heerlen (SG);2006;10
8071;013 Growing of ornamental plants;Heerlen (SG);2007;10
8072;013 Growing of ornamental plants;Heerlen (SG);2008;5
8073;013 Growing of ornamental plants;Heerlen (SG);2009;5
8074;013 Growing of ornamental plants;Heerlen (SG);2010;5
8075;013 Growing of ornamental plants;Maastricht (SG);2006;15
8076;013 Growing of ornamental plants;Maastricht (SG);2007;15
8077;013 Growing of ornamental plants;Maastricht (SG);2008;10
8078;013 Growing of ornamental plants;Maastricht (SG);2009;10
8079;013 Growing of ornamental plants;Maastricht (SG);2010;10
8080;0130 Growing of ornamental plants;Nederland;2006;2980
8081;0130 Growing of ornamental plants;Nederland;2007;2965
8082;0130 Growing of ornamental plants;Nederland;2008;2900
8083;0130 Growing of ornamental plants;Nederland;2009;2815
8084;0130 Growing of ornamental plants;Nederland;2010;2765
8085;0130 Growing of ornamental plants;Noord-Nederland (LD);2006;165
8086;0130 Growing of ornamental plants;Noord-Nederland (LD);2007;135
8087;0130 Growing of ornamental plants;Noord-Nederland (LD);2008;140
8088;0130 Growing of ornamental plants;Noord-Nederland (LD);2009;130
8089;0130 Growing of ornamental plants;Noord-Nederland (LD);2010;120
8090;0130 Growing of ornamental plants;Oost-Nederland (LD);2006;545
8091;0130 Growing of ornamental plants;Oost-Nederland (LD);2007;545
8092;0130 Growing of ornamental plants;Oost-Nederland (LD);2008;530
8093;0130 Growing of ornamental plants;Oost-Nederland (LD);2009;510
8094;0130 Growing of ornamental plants;Oost-Nederland (LD);2010;515
8095;0130 Growing of ornamental plants;West-Nederland (LD);2006;965
8096;0130 Growing of ornamental plants;West-Nederland (LD);2007;960
8097;0130 Growing of ornamental plants;West-Nederland (LD);2008;920
8098;0130 Growing of ornamental plants;West-Nederland (LD);2009;875
8099;0130 Growing of ornamental plants;West-Nederland (LD);2010;830
8100;0130 Growing of ornamental plants;Zuid-Nederland (LD);2006;1300
8101;0130 Growing of ornamental plants;Zuid-Nederland (LD);2007;1325
8102;0130 Growing of ornamental plants;Zuid-Nederland (LD);2008;1310
8103;0130 Growing of ornamental plants;Zuid-Nederland (LD);2009;1300
8104;0130 Growing of ornamental plants;Zuid-Nederland (LD);2010;1300
8105;0130 Growing of ornamental plants;Groningen (PV);2006;55
8106;0130 Growing of ornamental plants;Groningen (PV);2007;40
8107;0130 Growing of ornamental plants;Groningen (PV);2008;40
8108;0130 Growing of ornamental plants;Groningen (PV);2009;40
8109;0130 Growing of ornamental plants;Groningen (PV);2010;35
8110;0130 Growing of ornamental plants;Friesland (PV);2006;30
8111;0130 Growing of ornamental plants;Friesland (PV);2007;35
8112;0130 Growing of ornamental plants;Friesland (PV);2008;35
8113;0130 Growing of ornamental plants;Friesland (PV);2009;30
8114;0130 Growing of ornamental plants;Friesland (PV);2010;25
8115;0130 Growing of ornamental plants;Drenthe (PV);2006;75
8116;0130 Growing of ornamental plants;Drenthe (PV);2007;60
8117;0130 Growing of ornamental plants;Drenthe (PV);2008;65
8118;0130 Growing of ornamental plants;Drenthe (PV);2009;60
8119;0130 Growing of ornamental plants;Drenthe (PV);2010;60
8120;0130 Growing of ornamental plants;Overijssel (PV);2006;125
8121;0130 Growing of ornamental plants;Overijssel (PV);2007;130
8122;0130 Growing of ornamental plants;Overijssel (PV);2008;125
8123;0130 Growing of ornamental plants;Overijssel (PV);2009;130
8124;0130 Growing of ornamental plants;Overijssel (PV);2010;130
8125;0130 Growing of ornamental plants;Flevoland (PV);2006;25
8126;0130 Growing of ornamental plants;Flevoland (PV);2007;30
8127;0130 Growing of ornamental plants;Flevoland (PV);2008;30
8128;0130 Growing of ornamental plants;Flevoland (PV);2009;35
8129;0130 Growing of ornamental plants;Flevoland (PV);2010;30
8130;0130 Growing of ornamental plants;Gelderland (PV);2006;395
8131;0130 Growing of ornamental plants;Gelderland (PV);2007;385
8132;0130 Growing of ornamental plants;Gelderland (PV);2008;370
8133;0130 Growing of ornamental plants;Gelderland (PV);2009;350
8134;0130 Growing of ornamental plants;Gelderland (PV);2010;355
8135;0130 Growing of ornamental plants;Utrecht (PV);2006;75
8136;0130 Growing of ornamental plants;Utrecht (PV);2007;70
8137;0130 Growing of ornamental plants;Utrecht (PV);2008;65
8138;0130 Growing of ornamental plants;Utrecht (PV);2009;65
8139;0130 Growing of ornamental plants;Utrecht (PV);2010;55
8140;0130 Growing of ornamental plants;Noord-Holland (PV);2006;90
8141;0130 Growing of ornamental plants;Noord-Holland (PV);2007;105
8142;0130 Growing of ornamental plants;Noord-Holland (PV);2008;105
8143;0130 Growing of ornamental plants;Noord-Holland (PV);2009;100
8144;0130 Growing of ornamental plants;Noord-Holland (PV);2010;85
8145;0130 Growing of ornamental plants;Zuid-Holland (PV);2006;760
