ID;LeeftijdVanDeMoederOp31December;HerkomstlandMoeder;GeboortelandMoeder;Perioden;LevendGeborenKinderen_1
6691;46 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2022;2.0
6692;46 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2023;1.0
6693;46 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2021;2.0
6694;46 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2022;1.0
6695;46 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2023;1.0
6696;46 jaar;Suriname;Totaal moeders;2021;6.0
6697;46 jaar;Suriname;Totaal moeders;2022;3.0
6698;46 jaar;Suriname;Totaal moeders;2023;2.0
6699;46 jaar;Suriname;Moeder geboren in Nederland;2021;3.0
6700;46 jaar;Suriname;Moeder geboren in Nederland;2022;2.0
6701;46 jaar;Suriname;Moeder geboren in Nederland;2023;0.0
6702;46 jaar;Suriname;Moeder geboren buiten Nederland;2021;3.0
6703;46 jaar;Suriname;Moeder geboren buiten Nederland;2022;1.0
6704;46 jaar;Suriname;Moeder geboren buiten Nederland;2023;2.0
6705;46 jaar;Turkije;Totaal moeders;2021;4.0
6706;46 jaar;Turkije;Totaal moeders;2022;3.0
6707;46 jaar;Turkije;Totaal moeders;2023;8.0
6708;46 jaar;Turkije;Moeder geboren in Nederland;2021;0.0
6709;46 jaar;Turkije;Moeder geboren in Nederland;2022;1.0
6710;46 jaar;Turkije;Moeder geboren in Nederland;2023;0.0
6711;46 jaar;Turkije;Moeder geboren buiten Nederland;2021;4.0
6712;46 jaar;Turkije;Moeder geboren buiten Nederland;2022;2.0
6713;46 jaar;Turkije;Moeder geboren buiten Nederland;2023;8.0
6714;46 jaar;Afrika (exclusief Marokko);Totaal moeders;2021;3.0
6715;46 jaar;Afrika (exclusief Marokko);Totaal moeders;2022;13.0
6716;46 jaar;Afrika (exclusief Marokko);Totaal moeders;2023;9.0
6717;46 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2021;0.0
6718;46 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2022;0.0
6719;46 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2023;0.0
6720;46 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2021;3.0
6721;46 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2022;13.0
6722;46 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2023;9.0
6723;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2021;4.0
6724;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2022;5.0
6725;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2023;4.0
6726;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2021;1.0
6727;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2022;0.0
6728;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2023;0.0
6729;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2021;3.0
6730;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2022;5.0
6731;46 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2023;4.0
6732;46 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2021;8.0
6733;46 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2022;12.0
6734;46 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2023;11.0
6735;46 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2021;0.0
6736;46 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2022;1.0
6737;46 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2023;0.0
6738;46 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2021;8.0
6739;46 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2022;11.0
6740;46 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2023;11.0
6741;46 jaar;Afrika;Totaal moeders;2021;15.0
6742;46 jaar;Afrika;Totaal moeders;2022;21.0
6743;46 jaar;Afrika;Totaal moeders;2023;22.0
6744;46 jaar;Afrika;Moeder geboren in Nederland;2021;1.0
6745;46 jaar;Afrika;Moeder geboren in Nederland;2022;2.0
6746;46 jaar;Afrika;Moeder geboren in Nederland;2023;3.0
6747;46 jaar;Afrika;Moeder geboren buiten Nederland;2021;14.0
6748;46 jaar;Afrika;Moeder geboren buiten Nederland;2022;19.0
6749;46 jaar;Afrika;Moeder geboren buiten Nederland;2023;19.0
6750;46 jaar;Amerika;Totaal moeders;2021;11.0
6751;46 jaar;Amerika;Totaal moeders;2022;11.0
6752;46 jaar;Amerika;Totaal moeders;2023;8.0
6753;46 jaar;Amerika;Moeder geboren in Nederland;2021;3.0
6754;46 jaar;Amerika;Moeder geboren in Nederland;2022;4.0
6755;46 jaar;Amerika;Moeder geboren in Nederland;2023;1.0
6756;46 jaar;Amerika;Moeder geboren buiten Nederland;2021;8.0
6757;46 jaar;Amerika;Moeder geboren buiten Nederland;2022;7.0
6758;46 jaar;Amerika;Moeder geboren buiten Nederland;2023;7.0
6759;46 jaar;Azië;Totaal moeders;2021;14.0
6760;46 jaar;Azië;Totaal moeders;2022;22.0
6761;46 jaar;Azië;Totaal moeders;2023;21.0
6762;46 jaar;Azië;Moeder geboren in Nederland;2021;2.0
6763;46 jaar;Azië;Moeder geboren in Nederland;2022;7.0
6764;46 jaar;Azië;Moeder geboren in Nederland;2023;2.0
6765;46 jaar;Azië;Moeder geboren buiten Nederland;2021;12.0
6766;46 jaar;Azië;Moeder geboren buiten Nederland;2022;15.0
6767;46 jaar;Azië;Moeder geboren buiten Nederland;2023;19.0
6768;46 jaar;Oceanië;Totaal moeders;2021;1.0
6769;46 jaar;Oceanië;Totaal moeders;2022;0.0
6770;46 jaar;Oceanië;Totaal moeders;2023;0.0
6771;46 jaar;Oceanië;Moeder geboren in Nederland;2021;1.0
6772;46 jaar;Oceanië;Moeder geboren in Nederland;2022;0.0
6773;46 jaar;Oceanië;Moeder geboren in Nederland;2023;0.0
6774;46 jaar;Oceanië;Moeder geboren buiten Nederland;2021;0.0
6775;46 jaar;Oceanië;Moeder geboren buiten Nederland;2022;0.0
6776;46 jaar;Oceanië;Moeder geboren buiten Nederland;2023;0.0
6777;46 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2021;16.0
6778;46 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2022;16.0
6779;46 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2023;14.0
6780;46 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2021;1.0
6781;46 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2022;1.0
6782;46 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2023;0.0
6783;46 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2021;15.0
6784;46 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2022;15.0
6785;46 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2023;14.0
6786;46 jaar;België;Totaal moeders;2021;0.0
6787;46 jaar;België;Totaal moeders;2022;1.0
6788;46 jaar;België;Totaal moeders;2023;0.0
6789;46 jaar;België;Moeder geboren in Nederland;2021;0.0
6790;46 jaar;België;Moeder geboren in Nederland;2022;0.0
6791;46 jaar;België;Moeder geboren in Nederland;2023;0.0
6792;46 jaar;België;Moeder geboren buiten Nederland;2021;0.0
6793;46 jaar;België;Moeder geboren buiten Nederland;2022;1.0
6794;46 jaar;België;Moeder geboren buiten Nederland;2023;0.0
6795;46 jaar;Duitsland;Totaal moeders;2021;4.0
6796;46 jaar;Duitsland;Totaal moeders;2022;3.0
6797;46 jaar;Duitsland;Totaal moeders;2023;4.0
6798;46 jaar;Duitsland;Moeder geboren in Nederland;2021;1.0
6799;46 jaar;Duitsland;Moeder geboren in Nederland;2022;1.0
6800;46 jaar;Duitsland;Moeder geboren in Nederland;2023;0.0
6801;46 jaar;Duitsland;Moeder geboren buiten Nederland;2021;3.0
6802;46 jaar;Duitsland;Moeder geboren buiten Nederland;2022;2.0
6803;46 jaar;Duitsland;Moeder geboren buiten Nederland;2023;4.0
6804;46 jaar;Polen;Totaal moeders;2021;2.0
6805;46 jaar;Polen;Totaal moeders;2022;4.0
6806;46 jaar;Polen;Totaal moeders;2023;2.0
6807;46 jaar;Polen;Moeder geboren in Nederland;2021;0.0
6808;46 jaar;Polen;Moeder geboren in Nederland;2022;0.0
6809;46 jaar;Polen;Moeder geboren in Nederland;2023;0.0
6810;46 jaar;Polen;Moeder geboren buiten Nederland;2021;2.0
6811;46 jaar;Polen;Moeder geboren buiten Nederland;2022;4.0
6812;46 jaar;Polen;Moeder geboren buiten Nederland;2023;2.0
6813;46 jaar;Overig Europa;Totaal moeders;2021;15.0
6814;46 jaar;Overig Europa;Totaal moeders;2022;9.0
6815;46 jaar;Overig Europa;Totaal moeders;2023;10.0
6816;46 jaar;Overig Europa;Moeder geboren in Nederland;2021;1.0
6817;46 jaar;Overig Europa;Moeder geboren in Nederland;2022;0.0
6818;46 jaar;Overig Europa;Moeder geboren in Nederland;2023;0.0
6819;46 jaar;Overig Europa;Moeder geboren buiten Nederland;2021;14.0
6820;46 jaar;Overig Europa;Moeder geboren buiten Nederland;2022;9.0
6821;46 jaar;Overig Europa;Moeder geboren buiten Nederland;2023;10.0
6822;46 jaar;Onbekend herkomstland;Totaal moeders;2021;0.0
6823;46 jaar;Onbekend herkomstland;Totaal moeders;2022;0.0
6824;46 jaar;Onbekend herkomstland;Totaal moeders;2023;0.0
6825;46 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2021;0.0
6826;46 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2022;0.0
6827;46 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2023;0.0
6828;46 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2021;0.0
6829;46 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2022;0.0
6830;46 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2023;0.0
6831;47 jaar;Totaal;Totaal moeders;2021;58.0
6832;47 jaar;Totaal;Totaal moeders;2022;55.0
6833;47 jaar;Totaal;Totaal moeders;2023;56.0
6834;47 jaar;Totaal;Moeder geboren in Nederland;2021;29.0
6835;47 jaar;Totaal;Moeder geboren in Nederland;2022;28.0
6836;47 jaar;Totaal;Moeder geboren in Nederland;2023;28.0
6837;47 jaar;Totaal;Moeder geboren buiten Nederland;2021;29.0
6838;47 jaar;Totaal;Moeder geboren buiten Nederland;2022;27.0
6839;47 jaar;Totaal;Moeder geboren buiten Nederland;2023;28.0
6840;47 jaar;Nederland;Totaal moeders;2021;21.0
6841;47 jaar;Nederland;Totaal moeders;2022;22.0
6842;47 jaar;Nederland;Totaal moeders;2023;25.0
6843;47 jaar;Nederland;Moeder geboren in Nederland;2021;21.0
6844;47 jaar;Nederland;Moeder geboren in Nederland;2022;22.0
6845;47 jaar;Nederland;Moeder geboren in Nederland;2023;25.0
6846;47 jaar;Nederland;Moeder geboren buiten Nederland;2021;
6847;47 jaar;Nederland;Moeder geboren buiten Nederland;2022;
6848;47 jaar;Nederland;Moeder geboren buiten Nederland;2023;
6849;47 jaar;Buiten Nederland;Totaal moeders;2021;37.0
6850;47 jaar;Buiten Nederland;Totaal moeders;2022;33.0
6851;47 jaar;Buiten Nederland;Totaal moeders;2023;31.0
6852;47 jaar;Buiten Nederland;Moeder geboren in Nederland;2021;8.0
6853;47 jaar;Buiten Nederland;Moeder geboren in Nederland;2022;6.0
6854;47 jaar;Buiten Nederland;Moeder geboren in Nederland;2023;3.0
6855;47 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2021;29.0
6856;47 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2022;27.0
6857;47 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2023;28.0
6858;47 jaar;Europa (exclusief Nederland);Totaal moeders;2021;9.0
6859;47 jaar;Europa (exclusief Nederland);Totaal moeders;2022;6.0
6860;47 jaar;Europa (exclusief Nederland);Totaal moeders;2023;13.0
6861;47 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2021;2.0
6862;47 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2022;0.0
6863;47 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2023;2.0
6864;47 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2021;7.0
6865;47 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2022;6.0
6866;47 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2023;11.0
6867;47 jaar;Buiten Europa;Totaal moeders;2021;28.0
6868;47 jaar;Buiten Europa;Totaal moeders;2022;27.0
6869;47 jaar;Buiten Europa;Totaal moeders;2023;18.0
6870;47 jaar;Buiten Europa;Moeder geboren in Nederland;2021;6.0
6871;47 jaar;Buiten Europa;Moeder geboren in Nederland;2022;6.0
6872;47 jaar;Buiten Europa;Moeder geboren in Nederland;2023;1.0
6873;47 jaar;Buiten Europa;Moeder geboren buiten Nederland;2021;22.0
6874;47 jaar;Buiten Europa;Moeder geboren buiten Nederland;2022;21.0
6875;47 jaar;Buiten Europa;Moeder geboren buiten Nederland;2023;17.0
6876;47 jaar;Indonesië;Totaal moeders;2021;2.0
6877;47 jaar;Indonesië;Totaal moeders;2022;3.0
6878;47 jaar;Indonesië;Totaal moeders;2023;1.0
6879;47 jaar;Indonesië;Moeder geboren in Nederland;2021;2.0
6880;47 jaar;Indonesië;Moeder geboren in Nederland;2022;3.0
6881;47 jaar;Indonesië;Moeder geboren in Nederland;2023;1.0
6882;47 jaar;Indonesië;Moeder geboren buiten Nederland;2021;0.0
6883;47 jaar;Indonesië;Moeder geboren buiten Nederland;2022;0.0
6884;47 jaar;Indonesië;Moeder geboren buiten Nederland;2023;0.0
6885;47 jaar;Marokko;Totaal moeders;2021;4.0
6886;47 jaar;Marokko;Totaal moeders;2022;3.0
6887;47 jaar;Marokko;Totaal moeders;2023;3.0
6888;47 jaar;Marokko;Moeder geboren in Nederland;2021;2.0
6889;47 jaar;Marokko;Moeder geboren in Nederland;2022;1.0
6890;47 jaar;Marokko;Moeder geboren in Nederland;2023;0.0
6891;47 jaar;Marokko;Moeder geboren buiten Nederland;2021;2.0
6892;47 jaar;Marokko;Moeder geboren buiten Nederland;2022;2.0
6893;47 jaar;Marokko;Moeder geboren buiten Nederland;2023;3.0
6894;47 jaar;Nederlandse Cariben;Totaal moeders;2021;1.0
6895;47 jaar;Nederlandse Cariben;Totaal moeders;2022;0.0
6896;47 jaar;Nederlandse Cariben;Totaal moeders;2023;0.0
6897;47 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2021;1.0
6898;47 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2022;0.0
6899;47 jaar;Nederlandse Cariben;Moeder geboren in Nederland;2023;0.0
6900;47 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2021;0.0
6901;47 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2022;0.0
6902;47 jaar;Nederlandse Cariben;Moeder geboren buiten Nederland;2023;0.0
6903;47 jaar;Suriname;Totaal moeders;2021;3.0
6904;47 jaar;Suriname;Totaal moeders;2022;3.0
6905;47 jaar;Suriname;Totaal moeders;2023;0.0
6906;47 jaar;Suriname;Moeder geboren in Nederland;2021;1.0
6907;47 jaar;Suriname;Moeder geboren in Nederland;2022;1.0
6908;47 jaar;Suriname;Moeder geboren in Nederland;2023;0.0
6909;47 jaar;Suriname;Moeder geboren buiten Nederland;2021;2.0
6910;47 jaar;Suriname;Moeder geboren buiten Nederland;2022;2.0
6911;47 jaar;Suriname;Moeder geboren buiten Nederland;2023;0.0
6912;47 jaar;Turkije;Totaal moeders;2021;2.0
6913;47 jaar;Turkije;Totaal moeders;2022;0.0
6914;47 jaar;Turkije;Totaal moeders;2023;1.0
6915;47 jaar;Turkije;Moeder geboren in Nederland;2021;0.0
6916;47 jaar;Turkije;Moeder geboren in Nederland;2022;0.0
6917;47 jaar;Turkije;Moeder geboren in Nederland;2023;0.0
6918;47 jaar;Turkije;Moeder geboren buiten Nederland;2021;2.0
6919;47 jaar;Turkije;Moeder geboren buiten Nederland;2022;0.0
6920;47 jaar;Turkije;Moeder geboren buiten Nederland;2023;1.0
6921;47 jaar;Afrika (exclusief Marokko);Totaal moeders;2021;10.0
6922;47 jaar;Afrika (exclusief Marokko);Totaal moeders;2022;5.0
6923;47 jaar;Afrika (exclusief Marokko);Totaal moeders;2023;3.0
6924;47 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2021;0.0
6925;47 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2022;0.0
6926;47 jaar;Afrika (exclusief Marokko);Moeder geboren in Nederland;2023;0.0
6927;47 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2021;10.0
6928;47 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2022;5.0
6929;47 jaar;Afrika (exclusief Marokko);Moeder geboren buiten Nederland;2023;3.0
6930;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2021;1.0
6931;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2022;3.0
6932;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Totaal moeders;2023;4.0
6933;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2021;0.0
6934;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2022;0.0
6935;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren in Nederland;2023;0.0
6936;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2021;1.0
6937;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2022;3.0
6938;47 jaar;Amerika en Oceanië (ex. Suriname en N...;Moeder geboren buiten Nederland;2023;4.0
6939;47 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2021;5.0
6940;47 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2022;10.0
6941;47 jaar;Azië (exclusief Indonesië en Turkije);Totaal moeders;2023;6.0
6942;47 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2021;0.0
6943;47 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2022;1.0
6944;47 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren in Nederland;2023;0.0
6945;47 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2021;5.0
6946;47 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2022;9.0
6947;47 jaar;Azië (exclusief Indonesië en Turkije);Moeder geboren buiten Nederland;2023;6.0
6948;47 jaar;Afrika;Totaal moeders;2021;14.0
6949;47 jaar;Afrika;Totaal moeders;2022;8.0
6950;47 jaar;Afrika;Totaal moeders;2023;6.0
6951;47 jaar;Afrika;Moeder geboren in Nederland;2021;2.0
6952;47 jaar;Afrika;Moeder geboren in Nederland;2022;1.0
6953;47 jaar;Afrika;Moeder geboren in Nederland;2023;0.0
6954;47 jaar;Afrika;Moeder geboren buiten Nederland;2021;12.0
6955;47 jaar;Afrika;Moeder geboren buiten Nederland;2022;7.0
6956;47 jaar;Afrika;Moeder geboren buiten Nederland;2023;6.0
6957;47 jaar;Amerika;Totaal moeders;2021;5.0
6958;47 jaar;Amerika;Totaal moeders;2022;5.0
6959;47 jaar;Amerika;Totaal moeders;2023;4.0
6960;47 jaar;Amerika;Moeder geboren in Nederland;2021;2.0
6961;47 jaar;Amerika;Moeder geboren in Nederland;2022;1.0
6962;47 jaar;Amerika;Moeder geboren in Nederland;2023;0.0
6963;47 jaar;Amerika;Moeder geboren buiten Nederland;2021;3.0
6964;47 jaar;Amerika;Moeder geboren buiten Nederland;2022;4.0
6965;47 jaar;Amerika;Moeder geboren buiten Nederland;2023;4.0
6966;47 jaar;Azië;Totaal moeders;2021;9.0
6967;47 jaar;Azië;Totaal moeders;2022;13.0
6968;47 jaar;Azië;Totaal moeders;2023;8.0
6969;47 jaar;Azië;Moeder geboren in Nederland;2021;2.0
6970;47 jaar;Azië;Moeder geboren in Nederland;2022;4.0
6971;47 jaar;Azië;Moeder geboren in Nederland;2023;1.0
6972;47 jaar;Azië;Moeder geboren buiten Nederland;2021;7.0
6973;47 jaar;Azië;Moeder geboren buiten Nederland;2022;9.0
6974;47 jaar;Azië;Moeder geboren buiten Nederland;2023;7.0
6975;47 jaar;Oceanië;Totaal moeders;2021;0.0
6976;47 jaar;Oceanië;Totaal moeders;2022;1.0
6977;47 jaar;Oceanië;Totaal moeders;2023;0.0
6978;47 jaar;Oceanië;Moeder geboren in Nederland;2021;0.0
6979;47 jaar;Oceanië;Moeder geboren in Nederland;2022;0.0
6980;47 jaar;Oceanië;Moeder geboren in Nederland;2023;0.0
6981;47 jaar;Oceanië;Moeder geboren buiten Nederland;2021;0.0
6982;47 jaar;Oceanië;Moeder geboren buiten Nederland;2022;1.0
6983;47 jaar;Oceanië;Moeder geboren buiten Nederland;2023;0.0
6984;47 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2021;8.0
6985;47 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2022;6.0
6986;47 jaar;Europese Unie (exclusief Nederland);Totaal moeders;2023;8.0
6987;47 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2021;2.0
6988;47 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2022;0.0
6989;47 jaar;Europese Unie (exclusief Nederland);Moeder geboren in Nederland;2023;2.0
6990;47 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2021;6.0
6991;47 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2022;6.0
6992;47 jaar;Europese Unie (exclusief Nederland);Moeder geboren buiten Nederland;2023;6.0
6993;47 jaar;België;Totaal moeders;2021;1.0
6994;47 jaar;België;Totaal moeders;2022;0.0
6995;47 jaar;België;Totaal moeders;2023;1.0
6996;47 jaar;België;Moeder geboren in Nederland;2021;1.0
6997;47 jaar;België;Moeder geboren in Nederland;2022;0.0
6998;47 jaar;België;Moeder geboren in Nederland;2023;1.0
6999;47 jaar;België;Moeder geboren buiten Nederland;2021;0.0
7000;47 jaar;België;Moeder geboren buiten Nederland;2022;0.0
7001;47 jaar;België;Moeder geboren buiten Nederland;2023;0.0
7002;47 jaar;Duitsland;Totaal moeders;2021;0.0
7003;47 jaar;Duitsland;Totaal moeders;2022;0.0
7004;47 jaar;Duitsland;Totaal moeders;2023;4.0
7005;47 jaar;Duitsland;Moeder geboren in Nederland;2021;0.0
7006;47 jaar;Duitsland;Moeder geboren in Nederland;2022;0.0
7007;47 jaar;Duitsland;Moeder geboren in Nederland;2023;1.0
7008;47 jaar;Duitsland;Moeder geboren buiten Nederland;2021;0.0
7009;47 jaar;Duitsland;Moeder geboren buiten Nederland;2022;0.0
7010;47 jaar;Duitsland;Moeder geboren buiten Nederland;2023;3.0
7011;47 jaar;Polen;Totaal moeders;2021;3.0
7012;47 jaar;Polen;Totaal moeders;2022;0.0
7013;47 jaar;Polen;Totaal moeders;2023;2.0
7014;47 jaar;Polen;Moeder geboren in Nederland;2021;0.0
7015;47 jaar;Polen;Moeder geboren in Nederland;2022;0.0
7016;47 jaar;Polen;Moeder geboren in Nederland;2023;0.0
7017;47 jaar;Polen;Moeder geboren buiten Nederland;2021;3.0
7018;47 jaar;Polen;Moeder geboren buiten Nederland;2022;0.0
7019;47 jaar;Polen;Moeder geboren buiten Nederland;2023;2.0
7020;47 jaar;Overig Europa;Totaal moeders;2021;5.0
7021;47 jaar;Overig Europa;Totaal moeders;2022;6.0
7022;47 jaar;Overig Europa;Totaal moeders;2023;6.0
7023;47 jaar;Overig Europa;Moeder geboren in Nederland;2021;1.0
7024;47 jaar;Overig Europa;Moeder geboren in Nederland;2022;0.0
7025;47 jaar;Overig Europa;Moeder geboren in Nederland;2023;0.0
7026;47 jaar;Overig Europa;Moeder geboren buiten Nederland;2021;4.0
7027;47 jaar;Overig Europa;Moeder geboren buiten Nederland;2022;6.0
7028;47 jaar;Overig Europa;Moeder geboren buiten Nederland;2023;6.0
7029;47 jaar;Onbekend herkomstland;Totaal moeders;2021;0.0
7030;47 jaar;Onbekend herkomstland;Totaal moeders;2022;0.0
7031;47 jaar;Onbekend herkomstland;Totaal moeders;2023;0.0
7032;47 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2021;0.0
7033;47 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2022;0.0
7034;47 jaar;Onbekend herkomstland;Moeder geboren in Nederland;2023;0.0
7035;47 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2021;0.0
7036;47 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2022;0.0
7037;47 jaar;Onbekend herkomstland;Moeder geboren buiten Nederland;2023;0.0
7038;48 jaar;Totaal;Totaal moeders;2021;21.0
7039;48 jaar;Totaal;Totaal moeders;2022;35.0
7040;48 jaar;Totaal;Totaal moeders;2023;33.0
7041;48 jaar;Totaal;Moeder geboren in Nederland;2021;10.0
7042;48 jaar;Totaal;Moeder geboren in Nederland;2022;15.0
7043;48 jaar;Totaal;Moeder geboren in Nederland;2023;21.0
7044;48 jaar;Totaal;Moeder geboren buiten Nederland;2021;11.0
7045;48 jaar;Totaal;Moeder geboren buiten Nederland;2022;20.0
7046;48 jaar;Totaal;Moeder geboren buiten Nederland;2023;12.0
7047;48 jaar;Nederland;Totaal moeders;2021;9.0
7048;48 jaar;Nederland;Totaal moeders;2022;12.0
7049;48 jaar;Nederland;Totaal moeders;2023;13.0
7050;48 jaar;Nederland;Moeder geboren in Nederland;2021;9.0
7051;48 jaar;Nederland;Moeder geboren in Nederland;2022;12.0
7052;48 jaar;Nederland;Moeder geboren in Nederland;2023;13.0
7053;48 jaar;Nederland;Moeder geboren buiten Nederland;2021;
7054;48 jaar;Nederland;Moeder geboren buiten Nederland;2022;
7055;48 jaar;Nederland;Moeder geboren buiten Nederland;2023;
7056;48 jaar;Buiten Nederland;Totaal moeders;2021;12.0
7057;48 jaar;Buiten Nederland;Totaal moeders;2022;23.0
7058;48 jaar;Buiten Nederland;Totaal moeders;2023;20.0
7059;48 jaar;Buiten Nederland;Moeder geboren in Nederland;2021;1.0
7060;48 jaar;Buiten Nederland;Moeder geboren in Nederland;2022;3.0
7061;48 jaar;Buiten Nederland;Moeder geboren in Nederland;2023;8.0
7062;48 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2021;11.0
7063;48 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2022;20.0
7064;48 jaar;Buiten Nederland;Moeder geboren buiten Nederland;2023;12.0
7065;48 jaar;Europa (exclusief Nederland);Totaal moeders;2021;1.0
7066;48 jaar;Europa (exclusief Nederland);Totaal moeders;2022;2.0
7067;48 jaar;Europa (exclusief Nederland);Totaal moeders;2023;4.0
7068;48 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2021;0.0
7069;48 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2022;0.0
7070;48 jaar;Europa (exclusief Nederland);Moeder geboren in Nederland;2023;2.0
7071;48 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2021;1.0
7072;48 jaar;Europa (exclusief Nederland);Moeder geboren buiten Nederland;2022;2.0
