ID;Zorgfinanciering;BatenVanFinancieringsvormenZorg;Zorgfuncties;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
8308;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2006;0
8309;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2007;0
8310;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2008;0
8311;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2009;0
8312;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2010;0
8313;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2011;0
8314;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2012;0
8315;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2013;0
8316;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2014;0
8317;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2015;0
8318;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2016;0
8319;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2017;0
8320;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2018;0
8321;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2019;0
8322;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2020;0
8323;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2021;0
8324;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven zorg en welzijn;2022;0
8325;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;1998;0
8326;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;1999;0
8327;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2000;0
8328;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2001;0
8329;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2002;0
8330;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2003;0
8331;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2004;0
8332;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2005;0
8333;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2006;0
8334;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2007;0
8335;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2008;0
8336;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2009;0
8337;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2010;0
8338;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2011;0
8339;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2012;0
8340;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2013;0
8341;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2014;0
8342;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2015;0
8343;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2016;0
8344;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2017;0
8345;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2018;0
8346;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2019;0
8347;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2020;0
8348;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2021;0
8349;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal uitgaven gezondheidszorg;2022;0
8350;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;1998;0
8351;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;1999;0
8352;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2000;0
8353;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2001;0
8354;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2002;0
8355;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2003;0
8356;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2004;0
8357;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2005;0
8358;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2006;0
8359;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2007;0
8360;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2008;0
8361;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2009;0
8362;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2010;0
8363;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2011;0
8364;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2012;0
8365;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2013;0
8366;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2014;0
8367;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2015;0
8368;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2016;0
8369;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2017;0
8370;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2018;0
8371;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2019;0
8372;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2020;0
8373;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2021;0
8374;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Totaal gezondheidsverwante uitgaven;2022;0
8375;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;1998;0
8376;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;1999;0
8377;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2000;0
8378;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2001;0
8379;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2002;0
8380;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2003;0
8381;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2004;0
8382;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2005;0
8383;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2006;0
8384;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2007;0
8385;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2008;0
8386;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2009;0
8387;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2010;0
8388;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2011;0
8389;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2012;0
8390;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2013;0
8391;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2014;0
8392;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2015;0
8393;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2016;0
8394;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2017;0
8395;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2018;0
8396;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2019;0
8397;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2020;0
8398;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2021;0
8399;HF1: Overheid en soc. verzekering;FS.6.2 Overige opbrengsten vennootsch...;Overige zorg en welzijn;2022;0
8400;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;1998;0
8401;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;1999;0
8402;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2000;0
8403;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2001;0
8404;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2002;0
8405;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2003;0
8406;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2004;0
8407;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2005;0
8408;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2006;0
8409;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2007;0
8410;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2008;0
8411;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2009;0
8412;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2010;0
8413;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2011;0
8414;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2012;0
8415;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2013;0
8416;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2014;0
8417;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2015;0
8418;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2016;0
8419;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2017;0
8420;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2018;0
8421;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2019;0
8422;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2020;0
8423;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2021;0
8424;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven zorg en welzijn;2022;0
8425;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;1998;0
8426;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;1999;0
8427;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2000;0
8428;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2001;0
8429;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2002;0
8430;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2003;0
8431;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2004;0
8432;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2005;0
8433;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2006;0
8434;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2007;0
8435;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2008;0
8436;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2009;0
8437;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2010;0
8438;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2011;0
8439;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2012;0
8440;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2013;0
8441;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2014;0
8442;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2015;0
8443;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2016;0
8444;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2017;0
8445;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2018;0
8446;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2019;0
8447;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2020;0
8448;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2021;0
8449;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal uitgaven gezondheidszorg;2022;0
8450;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;1998;0
8451;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;1999;0
8452;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2000;0
8453;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2001;0
8454;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2002;0
8455;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2003;0
8456;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2004;0
8457;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2005;0
8458;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2006;0
8459;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2007;0
8460;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2008;0
8461;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2009;0
8462;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2010;0
8463;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2011;0
8464;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2012;0
8465;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2013;0
8466;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2014;0
8467;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2015;0
8468;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2016;0
8469;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2017;0
8470;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2018;0
8471;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2019;0
8472;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2020;0
8473;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2021;0
8474;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Totaal gezondheidsverwante uitgaven;2022;0
8475;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;1998;0
8476;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;1999;0
8477;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2000;0
8478;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2001;0
8479;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2002;0
8480;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2003;0
8481;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2004;0
8482;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2005;0
8483;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2006;0
8484;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2007;0
8485;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2008;0
8486;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2009;0
8487;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2010;0
8488;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2011;0
8489;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2012;0
8490;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2013;0
8491;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2014;0
8492;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2015;0
8493;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2016;0
8494;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2017;0
8495;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2018;0
8496;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2019;0
8497;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2020;0
8498;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2021;0
8499;HF1: Overheid en soc. verzekering;FS.6.3 Overige opbrengsten IZWH n.e.g.;Overige zorg en welzijn;2022;0
8500;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;1998;52
8501;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;1999;47
8502;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2000;55
8503;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2001;54
8504;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2002;61
8505;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2003;67
8506;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2004;68
8507;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2005;70
8508;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2006;28
8509;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2007;9
8510;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2008;8
8511;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2009;10
8512;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2010;11
8513;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2011;15
8514;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2012;13
8515;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2013;18
8516;HF1: Overheid en soc. verzekering;FS.7 Directe buitenlandse overdrachten;Totaal uitgaven zorg en welzijn;2014;12
