ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;BedrijvenMetOmzetstijging_1;BedrijvenMetOmzetdaling_2;BedrijvenMetOmzetStabiel_3;BedrijvenMetSnelleOmzetstijging_4;BedrijvenMetSnelleOmzetdaling_5
9349;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2010 2e kwartaal;45.0;53.0;2.0;30.0;31.0
9350;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2010 3e kwartaal;46.0;53.0;1.0;32.0;36.0
9351;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2010 4e kwartaal;42.0;57.0;1.0;27.0;39.0
9352;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2011 1e kwartaal;72.0;27.0;1.0;61.0;19.0
9353;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2011 2e kwartaal;47.0;52.0;1.0;32.0;32.0
9354;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2011 3e kwartaal;50.0;49.0;1.0;33.0;30.0
9355;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2011 4e kwartaal;58.0;41.0;1.0;42.0;26.0
9356;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2012 1e kwartaal;35.0;64.0;0.0;24.0;47.0
9357;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2012 2e kwartaal;42.0;57.0;1.0;26.0;39.0
9358;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2012 3e kwartaal;48.0;52.0;1.0;32.0;31.0
9359;42 Grond-, water-  en wegenbouw;2 tot 10 werkzame personen;2012 4e kwartaal;38.0;60.0;2.0;25.0;40.0
9360;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2004 1e kwartaal;61.0;38.0;1.0;45.0;23.0
9361;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2004 2e kwartaal;42.0;56.0;2.0;26.0;28.0
9362;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2004 3e kwartaal;47.0;52.0;1.0;32.0;29.0
9363;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2004 4e kwartaal;;;;;
9364;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2005 1e kwartaal;44.0;56.0;0.0;27.0;34.0
9365;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2005 2e kwartaal;63.0;36.0;1.0;42.0;17.0
9366;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2005 3e kwartaal;57.0;42.0;1.0;38.0;19.0
9367;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2005 4e kwartaal;61.0;39.0;1.0;37.0;18.0
9368;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2006 1e kwartaal;61.0;39.0;0.0;41.0;27.0
9369;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2006 2e kwartaal;59.0;40.0;1.0;37.0;21.0
9370;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2006 3e kwartaal;60.0;39.0;1.0;36.0;24.0
9371;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2006 4e kwartaal;57.0;42.0;1.0;35.0;20.0
9372;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2007 1e kwartaal;69.0;30.0;1.0;49.0;18.0
9373;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2007 2e kwartaal;56.0;43.0;1.0;36.0;21.0
9374;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2007 3e kwartaal;58.0;40.0;2.0;38.0;20.0
9375;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2007 4e kwartaal;61.0;38.0;1.0;37.0;19.0
9376;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2008 1e kwartaal;61.0;38.0;1.0;39.0;21.0
9377;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2008 2e kwartaal;57.0;42.0;1.0;35.0;19.0
9378;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2008 3e kwartaal;60.0;37.0;3.0;37.0;18.0
9379;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2008 4e kwartaal;54.0;44.0;2.0;34.0;19.0
9380;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2009 1e kwartaal;38.0;62.0;1.0;24.0;37.0
9381;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2009 2e kwartaal;51.0;48.0;1.0;29.0;27.0
9382;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2009 3e kwartaal;46.0;54.0;1.0;30.0;30.0
9383;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2009 4e kwartaal;37.0;62.0;1.0;26.0;36.0
9384;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2010 1e kwartaal;26.0;73.0;1.0;18.0;54.0
9385;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2010 2e kwartaal;43.0;57.0;1.0;26.0;32.0
9386;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2010 3e kwartaal;38.0;61.0;0.0;23.0;29.0
9387;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2010 4e kwartaal;37.0;63.0;1.0;20.0;38.0
9388;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2011 1e kwartaal;76.0;23.0;1.0;64.0;14.0
9389;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2011 2e kwartaal;53.0;47.0;0.0;30.0;28.0
9390;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2011 3e kwartaal;53.0;47.0;0.0;27.0;22.0
9391;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2011 4e kwartaal;;;;38.0;23.0
9392;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2012 1e kwartaal;32.0;67.0;2.0;21.0;42.0
9393;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2012 2e kwartaal;49.0;50.0;1.0;26.0;24.0
9394;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2012 3e kwartaal;47.0;51.0;2.0;27.0;27.0
9395;42 Grond-, water-  en wegenbouw;10 tot 50 werkzame personen;2012 4e kwartaal;41.0;58.0;2.0;23.0;34.0
9396;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2004 1e kwartaal;;;;;
9397;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2004 2e kwartaal;;;;;
9398;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2004 3e kwartaal;49.0;51.0;0.0;;
9399;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2004 4e kwartaal;63.0;37.0;0.0;;
9400;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2005 1e kwartaal;45.0;55.0;0.0;;
9401;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2005 2e kwartaal;66.0;34.0;0.0;;
9402;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2005 3e kwartaal;72.0;25.0;3.0;;11.0
9403;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2005 4e kwartaal;53.0;47.0;0.0;;
9404;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2006 1e kwartaal;;;;;
9405;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2006 2e kwartaal;;;;;
9406;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2006 3e kwartaal;;;;;
9407;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2006 4e kwartaal;;;;;
9408;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2007 1e kwartaal;68.0;25.0;6.0;;
9409;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2007 2e kwartaal;64.0;36.0;0.0;;
9410;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2007 3e kwartaal;;;;;
9411;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2007 4e kwartaal;73.0;27.0;0.0;;0.0
9412;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2008 1e kwartaal;81.0;19.0;0.0;;11.0
9413;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2008 2e kwartaal;64.0;36.0;0.0;;
9414;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2008 3e kwartaal;67.0;33.0;0.0;;14.0
9415;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2008 4e kwartaal;37.0;63.0;0.0;;
9416;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2009 1e kwartaal;41.0;54.0;5.0;25.0;22.0
9417;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2009 2e kwartaal;38.0;59.0;3.0;28.0;52.0
9418;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2009 3e kwartaal;61.0;37.0;2.0;39.0;22.0
9419;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2009 4e kwartaal;52.0;48.0;0.0;;
9420;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2010 1e kwartaal;8.0;92.0;0.0;4.0;
9421;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2010 2e kwartaal;;;;;
9422;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2010 3e kwartaal;;;;;
9423;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2010 4e kwartaal;;;;;
9424;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2011 1e kwartaal;;;;;
9425;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2011 2e kwartaal;;;;;
9426;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2011 3e kwartaal;;;;;
9427;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2011 4e kwartaal;;;;;
9428;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2012 1e kwartaal;;;;;
9429;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2012 2e kwartaal;;;;;
9430;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2012 3e kwartaal;;;;;
9431;42 Grond-, water-  en wegenbouw;50 tot 100 werkzame personen;2012 4e kwartaal;42.0;58.0;0.0;;21.0
9432;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2004 1e kwartaal;;;;;11.0
9433;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2004 2e kwartaal;;;;;
9434;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2004 3e kwartaal;63.0;37.0;0.0;;
9435;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2004 4e kwartaal;;;;;5.0
9436;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2005 1e kwartaal;;;;;27.0
9437;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2005 2e kwartaal;;;;;0.0
9438;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2005 3e kwartaal;48.0;52.0;0.0;;
9439;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2005 4e kwartaal;;;;;
9440;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2006 1e kwartaal;;;;;
9441;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2006 2e kwartaal;;;;;
9442;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2006 3e kwartaal;56.0;42.0;1.0;;
9443;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2006 4e kwartaal;;;;;
9444;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2007 1e kwartaal;68.0;28.0;5.0;;11.0
9445;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2007 2e kwartaal;76.0;24.0;0.0;;7.0
9446;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2007 3e kwartaal;;;;18.0;4.0
9447;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2007 4e kwartaal;81.0;19.0;0.0;;13.0
9448;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2008 1e kwartaal;75.0;25.0;0.0;;12.0
9449;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2008 2e kwartaal;66.0;31.0;3.0;;16.0
9450;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2008 3e kwartaal;70.0;30.0;0.0;;12.0
9451;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2008 4e kwartaal;54.0;46.0;0.0;;7.0
9452;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2009 1e kwartaal;47.0;50.0;3.0;34.0;
9453;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2009 2e kwartaal;58.0;42.0;0.0;29.0;17.0
9454;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2009 3e kwartaal;58.0;33.0;9.0;;16.0
9455;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2009 4e kwartaal;45.0;55.0;0.0;24.0;
9456;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2010 1e kwartaal;;;;;29.0
9457;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2010 2e kwartaal;54.0;46.0;0.0;17.0;
9458;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2010 3e kwartaal;34.0;63.0;3.0;16.0;
9459;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2010 4e kwartaal;68.0;32.0;0.0;;3.0
9460;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2011 1e kwartaal;73.0;27.0;0.0;;16.0
9461;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2011 2e kwartaal;57.0;43.0;0.0;33.0;20.0
9462;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2011 3e kwartaal;52.0;44.0;4.0;31.0;21.0
9463;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2011 4e kwartaal;51.0;46.0;3.0;33.0;14.0
9464;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2012 1e kwartaal;25.0;75.0;0.0;16.0;
9465;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2012 2e kwartaal;41.0;59.0;0.0;;
9466;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2012 3e kwartaal;;;;;
9467;42 Grond-, water-  en wegenbouw;100 tot 250 werkzame personen;2012 4e kwartaal;40.0;60.0;0.0;18.0;30.0
9468;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2004 1e kwartaal;;;;;0.0
9469;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2004 2e kwartaal;;;;;
9470;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2004 3e kwartaal;;;;;6.0
9471;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2004 4e kwartaal;87.0;13.0;0.0;;
9472;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2005 1e kwartaal;;;;15.0;
9473;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2005 2e kwartaal;;;;;0.0
9474;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2005 3e kwartaal;;;;;
9475;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2005 4e kwartaal;75.0;23.0;2.0;;18.0
9476;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2006 1e kwartaal;69.0;31.0;0.0;;3.0
9477;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2006 2e kwartaal;;;;;6.0
9478;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2006 3e kwartaal;;;;;
9479;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2006 4e kwartaal;89.0;11.0;0.0;;3.0
9480;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2007 1e kwartaal;58.0;39.0;3.0;;
9481;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2007 2e kwartaal;56.0;44.0;0.0;;
9482;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2007 3e kwartaal;52.0;42.0;6.0;;18.0
9483;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2007 4e kwartaal;59.0;38.0;3.0;;
9484;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2008 1e kwartaal;69.0;28.0;3.0;;20.0
9485;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2008 2e kwartaal;65.0;31.0;3.0;24.0;9.0
9486;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2008 3e kwartaal;57.0;43.0;0.0;31.0;20.0
9487;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2008 4e kwartaal;63.0;37.0;0.0;28.0;9.0
9488;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2009 1e kwartaal;60.0;40.0;0.0;30.0;26.0
9489;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2009 2e kwartaal;42.0;55.0;3.0;24.0;31.0
9490;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2009 3e kwartaal;52.0;45.0;3.0;28.0;16.0
9491;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2009 4e kwartaal;52.0;48.0;0.0;28.0;25.0
9492;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2010 1e kwartaal;39.0;61.0;0.0;19.0;31.0
9493;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2010 2e kwartaal;48.0;52.0;0.0;32.0;17.0
9494;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2010 3e kwartaal;38.0;56.0;5.0;14.0;32.0
9495;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2010 4e kwartaal;45.0;55.0;0.0;22.0;22.0
9496;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2011 1e kwartaal;70.0;27.0;3.0;38.0;11.0
9497;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2011 2e kwartaal;51.0;47.0;2.0;22.0;12.0
9498;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2011 3e kwartaal;45.0;55.0;0.0;21.0;18.0
9499;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2011 4e kwartaal;62.0;38.0;0.0;30.0;23.0
9500;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2012 1e kwartaal;53.0;47.0;0.0;22.0;12.0
9501;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2012 2e kwartaal;54.0;46.0;0.0;28.0;9.0
9502;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2012 3e kwartaal;40.0;60.0;0.0;15.0;26.0
9503;42 Grond-, water-  en wegenbouw;250 of meer werkzame personen;2012 4e kwartaal;38.0;60.0;3.0;26.0;22.0
9504;43 Gespecialiseerde bouw;1 werkzame persoon;2004 1e kwartaal;52.0;47.0;1.0;39.0;32.0
9505;43 Gespecialiseerde bouw;1 werkzame persoon;2004 2e kwartaal;51.0;48.0;1.0;37.0;31.0
9506;43 Gespecialiseerde bouw;1 werkzame persoon;2004 3e kwartaal;51.0;48.0;1.0;38.0;32.0
9507;43 Gespecialiseerde bouw;1 werkzame persoon;2004 4e kwartaal;54.0;45.0;1.0;40.0;29.0
9508;43 Gespecialiseerde bouw;1 werkzame persoon;2005 1e kwartaal;49.0;50.0;1.0;37.0;34.0
9509;43 Gespecialiseerde bouw;1 werkzame persoon;2005 2e kwartaal;56.0;43.0;1.0;41.0;28.0
9510;43 Gespecialiseerde bouw;1 werkzame persoon;2005 3e kwartaal;56.0;43.0;1.0;43.0;28.0
9511;43 Gespecialiseerde bouw;1 werkzame persoon;2005 4e kwartaal;55.0;44.0;1.0;41.0;28.0
9512;43 Gespecialiseerde bouw;1 werkzame persoon;2006 1e kwartaal;58.0;41.0;1.0;46.0;27.0
9513;43 Gespecialiseerde bouw;1 werkzame persoon;2006 2e kwartaal;56.0;43.0;1.0;42.0;27.0
9514;43 Gespecialiseerde bouw;1 werkzame persoon;2006 3e kwartaal;55.0;44.0;1.0;42.0;29.0
9515;43 Gespecialiseerde bouw;1 werkzame persoon;2006 4e kwartaal;57.0;42.0;1.0;42.0;27.0
9516;43 Gespecialiseerde bouw;1 werkzame persoon;2007 1e kwartaal;60.0;39.0;1.0;45.0;25.0
9517;43 Gespecialiseerde bouw;1 werkzame persoon;2007 2e kwartaal;56.0;43.0;1.0;41.0;26.0
9518;43 Gespecialiseerde bouw;1 werkzame persoon;2007 3e kwartaal;55.0;44.0;1.0;41.0;29.0
9519;43 Gespecialiseerde bouw;1 werkzame persoon;2007 4e kwartaal;54.0;45.0;1.0;39.0;29.0
9520;43 Gespecialiseerde bouw;1 werkzame persoon;2008 1e kwartaal;55.0;45.0;1.0;40.0;29.0
9521;43 Gespecialiseerde bouw;1 werkzame persoon;2008 2e kwartaal;55.0;44.0;1.0;39.0;28.0
9522;43 Gespecialiseerde bouw;1 werkzame persoon;2008 3e kwartaal;54.0;45.0;1.0;40.0;29.0
9523;43 Gespecialiseerde bouw;1 werkzame persoon;2008 4e kwartaal;51.0;48.0;1.0;36.0;31.0
9524;43 Gespecialiseerde bouw;1 werkzame persoon;2009 1e kwartaal;46.0;53.0;1.0;32.0;36.0
9525;43 Gespecialiseerde bouw;1 werkzame persoon;2009 2e kwartaal;44.0;55.0;1.0;30.0;37.0
9526;43 Gespecialiseerde bouw;1 werkzame persoon;2009 3e kwartaal;45.0;54.0;1.0;31.0;37.0
9527;43 Gespecialiseerde bouw;1 werkzame persoon;2009 4e kwartaal;43.0;56.0;1.0;29.0;39.0
9528;43 Gespecialiseerde bouw;1 werkzame persoon;2010 1e kwartaal;40.0;59.0;1.0;29.0;43.0
9529;43 Gespecialiseerde bouw;1 werkzame persoon;2010 2e kwartaal;47.0;52.0;1.0;33.0;34.0
9530;43 Gespecialiseerde bouw;1 werkzame persoon;2010 3e kwartaal;48.0;51.0;1.0;35.0;34.0
9531;43 Gespecialiseerde bouw;1 werkzame persoon;2010 4e kwartaal;51.0;48.0;1.0;37.0;32.0
9532;43 Gespecialiseerde bouw;1 werkzame persoon;2011 1e kwartaal;59.0;40.0;1.0;46.0;27.0
9533;43 Gespecialiseerde bouw;1 werkzame persoon;2011 2e kwartaal;56.0;43.0;1.0;41.0;26.0
9534;43 Gespecialiseerde bouw;1 werkzame persoon;2011 3e kwartaal;54.0;45.0;1.0;40.0;29.0
9535;43 Gespecialiseerde bouw;1 werkzame persoon;2011 4e kwartaal;50.0;49.0;1.0;36.0;32.0
9536;43 Gespecialiseerde bouw;1 werkzame persoon;2012 1e kwartaal;44.0;56.0;1.0;31.0;39.0
9537;43 Gespecialiseerde bouw;1 werkzame persoon;2012 2e kwartaal;40.0;59.0;1.0;27.0;41.0
9538;43 Gespecialiseerde bouw;1 werkzame persoon;2012 3e kwartaal;46.0;53.0;1.0;32.0;36.0
9539;43 Gespecialiseerde bouw;1 werkzame persoon;2012 4e kwartaal;39.0;60.0;1.0;26.0;42.0
9540;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2004 1e kwartaal;51.0;48.0;1.0;35.0;30.0
9541;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2004 2e kwartaal;49.0;50.0;1.0;32.0;31.0
9542;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2004 3e kwartaal;48.0;51.0;1.0;32.0;32.0
9543;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2004 4e kwartaal;51.0;48.0;1.0;35.0;29.0
9544;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2005 1e kwartaal;46.0;53.0;1.0;31.0;34.0
9545;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2005 2e kwartaal;53.0;46.0;1.0;36.0;27.0
9546;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2005 3e kwartaal;52.0;46.0;1.0;37.0;28.0
9547;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2005 4e kwartaal;53.0;46.0;1.0;36.0;27.0
9548;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2006 1e kwartaal;57.0;42.0;1.0;41.0;25.0
9549;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2006 2e kwartaal;54.0;45.0;1.0;36.0;26.0
9550;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2006 3e kwartaal;55.0;44.0;1.0;38.0;26.0
9551;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2006 4e kwartaal;55.0;43.0;1.0;38.0;25.0
9552;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2007 1e kwartaal;59.0;40.0;1.0;42.0;23.0
9553;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2007 2e kwartaal;57.0;42.0;1.0;38.0;23.0
9554;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2007 3e kwartaal;54.0;44.0;1.0;38.0;27.0
9555;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2007 4e kwartaal;54.0;45.0;1.0;35.0;26.0
9556;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2008 1e kwartaal;54.0;45.0;1.0;37.0;27.0
9557;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2008 2e kwartaal;53.0;46.0;1.0;35.0;26.0
9558;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2008 3e kwartaal;52.0;47.0;1.0;36.0;28.0
9559;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2008 4e kwartaal;48.0;51.0;1.0;30.0;31.0
9560;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2009 1e kwartaal;42.0;57.0;1.0;27.0;37.0
9561;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2009 2e kwartaal;39.0;59.0;1.0;24.0;38.0
9562;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2009 3e kwartaal;40.0;59.0;1.0;25.0;39.0
9563;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2009 4e kwartaal;39.0;60.0;1.0;24.0;39.0
9564;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2010 1e kwartaal;37.0;62.0;1.0;23.0;43.0
9565;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2010 2e kwartaal;42.0;56.0;1.0;26.0;35.0
9566;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2010 3e kwartaal;46.0;53.0;1.0;30.0;34.0
9567;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2010 4e kwartaal;48.0;51.0;1.0;32.0;31.0
9568;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2011 1e kwartaal;57.0;42.0;1.0;41.0;25.0
9569;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2011 2e kwartaal;56.0;43.0;1.0;38.0;25.0
9570;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2011 3e kwartaal;52.0;47.0;1.0;36.0;28.0
9571;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2011 4e kwartaal;48.0;51.0;1.0;31.0;31.0
9572;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2012 1e kwartaal;41.0;58.0;1.0;26.0;38.0
9573;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2012 2e kwartaal;36.0;63.0;1.0;22.0;41.0
9574;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2012 3e kwartaal;43.0;55.0;1.0;28.0;35.0
9575;43 Gespecialiseerde bouw;2 tot 10 werkzame personen;2012 4e kwartaal;35.0;64.0;1.0;21.0;44.0
